Geo Point;Geo Shape;insee;emp2006;emp2007;emp2008;emp2009;emp2010;emp2011;emp2012;emp2013;emp2014;emp2015;objectid_1;objectid;emp1999;emp1990;emp1982;emp1975;emp2016;emp2017
48.7245929353, 2.36002554524;"{""coordinates"": [[2.36002554523794, 48.724592935274444]], ""type"": ""MultiPoint""}";91479;4263.988701;4180.188877;4207.548132;4240.160392;4118.217202;4130.11;4166.05;4098.49695388;4011.632757;4126.28417023;917;917;4739;7250;4228;1855;4198.55027917;4379.10242385
48.6071123993, 2.34126110384;"{""coordinates"": [[2.341261103836771, 48.60711239933594]], ""type"": ""MultiPoint""}";91494;1684.505033;2120.452238;2354.606441;2409.096229;2467.994598;2553.41;2243.88;2029.04668678;1943.085074;1978.52132246;919;919;1018;676;792;260;2047.82162242;2222.67983142
48.7359243907, 2.16603513583;"{""coordinates"": [[2.166035135828003, 48.735924390672224]], ""type"": ""MultiPoint""}";91534;4722.031593;4665.804227;4678.582777;4689.944446;4763.848363;4773.09;4825.34;4927.52302516;4982.110278;5089.71898926;930;930;4709;5253;5552;7040;5326.61886046;5462.32437617
48.7148745133, 2.13949432085;"{""coordinates"": [[2.139494320850889, 48.714874513304785]], ""type"": ""MultiPoint""}";91538;894.428079;1007.333177;1048.52494;1025.345875;1020.208371;1040.78;953.45;953.3809363;945.76591;883.8736858;931;931;718;309;156;55;879.69462128;793.83168797
48.4225860704, 1.95755018948;"{""coordinates"": [[1.957550189481805, 48.422586070416585]], ""type"": ""MultiPoint""}";91547;58.348347;51.783073;54.04172;57.593282;61.022467;62.1;62.77;59.34470811;58.818958;57.19050145;935;935;55;70;40;45;56.93939022;58.65805607
48.6054529881, 2.51742620894;"{""coordinates"": [[2.517426208943498, 48.60545298807497]], ""type"": ""MultiPoint""}";91573;1617.029536;1676.054549;1714.804979;1772.329843;1830.998266;1889.76;1967.76;2194.32803708;2405.001034;2451.36985763;943;943;1025;477;128;120;2524.64445577;2585.44422933
48.478910946, 2.48179372756;"{""coordinates"": [[2.481793727559748, 48.47891094596183]], ""type"": ""MultiPoint""}";91599;339.968305;355.907427;371.713014;326.922398;334.016645;321.83;323.83;321.67774189;369.836957;351.64902114;951;951;273;269;188;210;323.44875528;312.16628157
48.7307682549, 2.19906653295;"{""coordinates"": [[2.199066532945068, 48.73076825493349]], ""type"": ""MultiPoint""}";91635;130.857796;139.720091;153.721293;156.80413;162.701795;164.32;173.28;177.82959248;174.270632;176.4052039;961;961;163;220;252;335;177.62695768;166.24768278
48.4685740037, 2.42131260164;"{""coordinates"": [[2.421312601640981, 48.468574003739995]], ""type"": ""MultiPoint""}";91654;47.627417;44.168205;50.841587;57.411726;60.281464;64.24;70.04;68.91457825;65.868764;64.42994594;966;966;50;57;56;45;62.44295044;65.52799297
48.8231468827, 2.2647964282;"{""coordinates"": [[2.264796428204216, 48.82314688268084]], ""type"": ""MultiPoint""}";92040;46142.844839;47111.261642;47385.288558;48070.637832;49674.115464;51413.98;53047.5;54000.5757851;53720.232307;53100.6843783;998;998;37736;29303;26236;29735;52365.6486043;51855.8672424
48.7802461531, 2.25979794283;"{""coordinates"": [[2.259797942830606, 48.78024615307438]], ""type"": ""MultiPoint""}";92060;12201.518992;13416.663149;14322.896104;14432.241576;14357.871193;14129.42;13527.41;13351.9762988;13457.399186;13682.4555092;1006;1006;10140;10732;12732;11225;13751.4757403;14086.7340215
48.9124880754, 2.38452655996;"{""coordinates"": [[2.384526559956374, 48.91248807541856]], ""type"": ""MultiPoint""}";93001;29100.045869;29696.805595;29483.95502;29308.509958;29609.118554;29294.04;29039.41;29498.2299626;29698.442448;30393.192028;1017;1017;25734;30403;27796;28925;31684.5111747;32397.39058
48.9322605696, 2.39934112912;"{""coordinates"": [[2.399341129124136, 48.93226056956226]], ""type"": ""MultiPoint""}";93027;13762.739605;13532.603068;13535.565705;13574.541677;13657.364871;13259.44;13522.36;13510.003543;13405.191416;13168.4071888;1026;1026;13935;16820;19768;22730;13181.9929048;13145.6784207
48.8362283872, 2.56461517451;"{""coordinates"": [[2.564615174509693, 48.83622838715612]], ""type"": ""MultiPoint""}";93051;27621.154428;27918.894862;27874.79112;28237.046033;28371.298543;28348.4;28119.97;28563.9263695;28224.282691;28408.3504015;1039;1039;24180;21752;10932;5435;28132.563264;28012.5430352
48.8062054035, 2.43805686465;"{""coordinates"": [[2.438056864645081, 48.80620540353723]], ""type"": ""MultiPoint""}";94046;16491.588389;16341.09894;16449.895688;16381.654211;16427.747039;16504.7;16414.35;16252.5393777;16119.495122;16072.470761;1078;1078;15199;16895;16348;17115;15659.0262695;16128.3591628
48.8422878194, 2.5040008812;"{""coordinates"": [[2.50400088119817, 48.84228781942959]], ""type"": ""MultiPoint""}";94058;5776.789345;5834.739833;5821.737005;5726.911025;5857.98934;5710.74;5720.41;5740.90965433;5830.341118;5657.03360044;1086;1086;5626;7007;6328;6690;5718.38282334;5548.52646207
48.75269971, 2.46126382687;"{""coordinates"": [[2.461263826869336, 48.75269971004483]], ""type"": ""MultiPoint""}";94074;3095.590419;3116.570183;3205.222814;3267.698606;3378.523496;3504.78;3580.57;3730.01840219;3929.870755;4035.87932373;1096;1096;3100;3198;2472;2525;4139.88458289;4328.754279
49.1504752088, 1.69462641334;"{""coordinates"": [[1.694626413340741, 49.15047520877573]], ""type"": ""MultiPoint""}";95011;44.586932;36.528296;45.325731;44.153658;50.139652;51.41;53.79;47.23181721;44.252215;43.14465291;1106;1106;67;42;32;20;38.7889984;31.17084616
49.0415648462, 2.29809831926;"{""coordinates"": [[2.298098319260562, 49.04156484624552]], ""type"": ""MultiPoint""}";95091;1083.240621;1064.888841;1094.535311;1056.950606;1069.902996;1062.97;1100.63;1121.06021616;1150.204134;1177.46384455;1132;1132;975;939;584;455;1176.94417052;1121.92421285
49.1922066913, 1.70220258344;"{""coordinates"": [[1.702202583435304, 49.19220669126717]], ""type"": ""MultiPoint""}";95119;10.074912;12.197604;14.782882;13.823508;13.985264;14.13;16.79;22.81522069;22.027285;22.31992466;1138;1138;79;28;32;20;28.7529488;24.06336754
49.0535284919, 2.26919846232;"{""coordinates"": [[2.269198462319462, 49.053528491934884]], ""type"": ""MultiPoint""}";95151;30.661589;29.563011;29.98742;28.571949;16.960464;15.92;15.99;15.07483985;18.514769;22.10226385;1148;1148;27;44;48;40;22.27705478;25.30100747
48.9910714997, 2.27749215843;"{""coordinates"": [[2.27749215842644, 48.99107149973023]], ""type"": ""MultiPoint""}";95203;6434.03058;6626.557253;6322.02765;6521.306804;6595.088559;6787.6;6819.81;7053.16383688;7080.513158;7216.7170904;1160;1160;5563;5847;5292;4545;7173.7962744;7315.86101214
48.9696793779, 2.30472583161;"{""coordinates"": [[2.304725831609278, 48.96967937785908]], ""type"": ""MultiPoint""}";95210;5324.568613;5348.646681;5260.671528;5222.387113;5167.250333;5061.21;5067.41;5109.71093745;5119.309661;5114.85132397;1162;1162;4618;4468;4144;4010;5032.19248606;4890.41067347
49.0948947005, 2.06067418854;"{""coordinates"": [[2.060674188542273, 49.09489470050109]], ""type"": ""MultiPoint""}";95271;524.691379;537.045277;552.222799;576.356757;597.832295;632.3;569.56;509.16661083;423.435877;336.69189956;1180;1180;466;396;228;125;242.92605838;259.86441385
49.0245875817, 2.46607191777;"{""coordinates"": [[2.466071917769913, 49.024587581737705]], ""type"": ""MultiPoint""}";95280;7587.444257;7842.142821;7922.473496;8194.284716;8170.242273;7977.11;7888.14;8025.70904189;7896.836705;7906.13167088;1182;1182;6709;5554;3924;3530;8069.95682991;8209.33196864
49.0005862868, 2.15011031419;"{""coordinates"": [[2.150110314193883, 49.000586286762356]], ""type"": ""MultiPoint""}";95306;6640.184115;6569.478495;6765.102764;6690.62275;6894.470472;6993.47;7143.72;7139.17625727;7229.339452;7474.77486038;1191;1191;5536;5494;3748;2410;7709.70330977;7889.67370235
49.0947316353, 2.43775938793;"{""coordinates"": [[2.437759387928714, 49.094731635262185]], ""type"": ""MultiPoint""}";95331;69.877457;87.93436;95.736836;88.932447;76.615964;57.83;38.41;18.16597791;15.829597;13.55389781;1198;1198;413;14;28;20;9.77495856;11.24520001
49.090685703, 2.00766030671;"{""coordinates"": [[2.007660306713266, 49.09068570302142]], ""type"": ""MultiPoint""}";95422;37.808626;38.053569;35.964446;37.058726;42.663941;47.89;49.05;52.80928978;55.572093;49.47675212;1216;1216;36;31;24;60;40.09395558;33.35028784
49.1268484852, 2.17246266779;"{""coordinates"": [[2.172462667790818, 49.12684848516288]], ""type"": ""MultiPoint""}";95446;261.156078;266.280094;261.840595;269.355594;289.200488;290.5;289.32;297.96415986;302.006259;283.44245788;1226;1226;266;348;252;335;293.03043296;328.26691897
49.1594456713, 1.85557904064;"{""coordinates"": [[1.855579040641086, 49.15944567127421]], ""type"": ""MultiPoint""}";95459;494.019249;477.667941;467.135964;487.900174;501.691577;482.87;430.56;428.58643314;422.529538;423.26318655;1231;1231;560;467;340;425;401.66841867;407.68367492
49.0191027422, 2.16034907559;"{""coordinates"": [[2.160349075593994, 49.01910274218479]], ""type"": ""MultiPoint""}";95488;2780.828347;2907.925284;2942.996037;2898.932365;3005.651658;3029.93;2957.97;3001.978511;3039.646367;2975.36319119;1237;1237;2316;2255;2004;1575;2926.03751019;2922.46887186
49.0515431362, 2.09449690074;"{""coordinates"": [[2.094496900744336, 49.05154313623601]], ""type"": ""MultiPoint""}";95500;15295.436272;14772.091639;14846.528441;14654.325527;14487.695733;14659.07;14972.29;14924.5318376;14789.573897;14623.9914559;1242;1242;13890;12927;12600;12060;14552.22242;14630.4124254
49.1036171267, 2.33512764073;"{""coordinates"": [[2.335127640726388, 49.1036171266854]], ""type"": ""MultiPoint""}";95566;620.263347;585.672012;611.80308;616.072587;621.029104;654.81;658.63;667.38334511;629.460977;586.6207266;1256;1256;587;521;528;430;560.34601104;538.03273251
49.0855721831, 2.5525202844;"{""coordinates"": [[2.552520284397397, 49.085572183057664]], ""type"": ""MultiPoint""}";95580;1003.916707;1081.47036;1100.559124;1134.415179;1190.656537;1150.63;1120.33;1154.45550001;1150.373008;1135.5697962;1259;1259;548;356;352;215;1223.80492465;1268.6742161
49.129182942, 1.95787071043;"{""coordinates"": [[1.957870710426268, 49.12918294201183]], ""type"": ""MultiPoint""}";95584;19.983586;20.927333;25.08814;26.154625;33.596113;35.8;36.45;36.21443585;34.179096;48.02684518;1261;1261;34;34;44;30;46.47966954;46.10462629
48.9883671833, 2.3008626884;"{""coordinates"": [[2.300862688396296, 48.98836718326407]], ""type"": ""MultiPoint""}";95598;3880.859;3951.91294;3815.240003;3833.70551;3982.426618;3916.09;3758.11;3838.6750623;3879.613478;3827.64205547;1265;1265;3564;3967;3496;3435;3833.97199607;3773.79107833
49.0263647744, 2.22066180639;"{""coordinates"": [[2.220661806391286, 49.02636477437754]], ""type"": ""MultiPoint""}";95607;8227.985561;8156.511104;8121.784826;8045.494102;7797.982603;7728.5;7778.16;7724.92003416;7446.397019;7485.16574803;1267;1267;7400;6128;4900;4275;7440.2857818;7172.0838369
49.0909205394, 1.90500593323;"{""coordinates"": [[1.905005933227857, 49.09092053941057]], ""type"": ""MultiPoint""}";95610;67.029855;67.091194;57.01985;60.808401;67.962082;73.1;69.69;71.48090088;76.58971;83.64141793;1268;1268;67;37;8;25;93.20361519;95.38733999
49.0620787191, 1.70711751595;"{""coordinates"": [[1.707117515948648, 49.06207871910854]], ""type"": ""MultiPoint""}";95651;123.582892;151.25028;150.354123;152.802476;152.767966;157.41;123.26;120.34200262;130.145963;132.01958019;1277;1277;137;209;200;155;127.77221896;116.90495293
49.0664714449, 1.72208080638;"{""coordinates"": [[1.72208080638282, 49.06647144490766]], ""type"": ""MultiPoint""}";95656;48.631663;42.939164;44.372072;44.896934;41.467476;39.6;42.94;44.50282492;43.981206;43.61738775;1279;1279;65;53;68;45;41.76291531;35.52055546
48.4104032986, 2.5609759653;"{""coordinates"": [[2.560975965303837, 48.410403298580356]], ""type"": ""MultiPoint""}";77006;236.545373;216.362377;224.483645;234.69298;240.441116;226.62;225.5;224.57983497;216.020218;234.70476764;26;26;200;171;56;70;234.01418937;245.79225278
48.9808795916, 3.01648393271;"{""coordinates"": [[3.016483932710646, 48.980879591621445]], ""type"": ""MultiPoint""}";77008;57.31633;58.072616;62.642938;61.664195;58.079591;57.6;74.5;65.80845716;66.340896;60.78950732;28;28;48;67;100;125;58.26575465;46.91473158
48.9128107768, 2.92906858764;"{""coordinates"": [[2.929068587640387, 48.912810776820336]], ""type"": ""MultiPoint""}";77049;89.706082;90.620834;97.975066;102.005895;94.695631;99.8;108.94;98.39071714;97.156138;99.22171507;67;67;74;84;56;125;107.63494331;110.65881812
48.8308579403, 2.72300327653;"{""coordinates"": [[2.723003276532096, 48.83085794027324]], ""type"": ""MultiPoint""}";77058;6162.122452;6357.793663;6898.428544;7179.568968;7600.709114;8000.59;8274.55;8667.55742316;8862.013378;9001.56745573;76;76;3614;483;120;85;9310.16099134;9484.85989149
48.8582465298, 2.74013267853;"{""coordinates"": [[2.740132678534304, 48.858246529753146]], ""type"": ""MultiPoint""}";77085;426.578794;459.292802;584.315422;705.265111;819.253939;941.79;1088.43;1178.88439786;1178.956247;1283.1951973;101;101;446;307;88;125;1379.96319933;1433.86936381
48.7437151566, 2.83619144441;"{""coordinates"": [[2.836191444414238, 48.74371515663726]], ""type"": ""MultiPoint""}";77091;42.515557;43.149864;49.182791;56.65831;60.097813;58.65;53.81;48.51697115;36.514187;47.39211091;107;107;36;46;76;5;45.34268788;55.95069813
48.7776327793, 3.38242415666;"{""coordinates"": [[3.382424156656859, 48.777632779338724]], ""type"": ""MultiPoint""}";77093;47.871888;49.37078;45.447048;37.758562;42.470389;42.91;43.82;45.778645;48.730489;46.20888236;108;108;43;62;64;50;49.93561336;47.3955058
48.9511201056, 2.77914416223;"{""coordinates"": [[2.779144162233297, 48.951120105592196]], ""type"": ""MultiPoint""}";77094;40.265836;39.667929;38.887818;38.301708;40.331131;41.42;43.77;39.50610785;37.2533;39.85623787;109;109;54;43;36;30;42.58088902;48.14694492
48.5379020248, 2.82690435724;"{""coordinates"": [[2.826904357235167, 48.53790202484117]], ""type"": ""MultiPoint""}";77103;29.796419;26.935573;29.54654;26.087793;25.250166;24.65;25.66;20.6761676;19.755929;17.77507617;118;118;36;28;20;15;18.33687651;17.54069977
48.6674323989, 2.84517763944;"{""coordinates"": [[2.845177639442819, 48.66743239892951]], ""type"": ""MultiPoint""}";77107;540.156277;554.900806;518.979401;524.055679;497.590696;490.43;442.92;442.56891002;450.310218;494.63898957;121;121;699;775;576;625;510.37452594;528.26893431
48.9429443018, 2.67508521449;"{""coordinates"": [[2.675085214491648, 48.942944301792345]], ""type"": ""MultiPoint""}";77118;5892.974943;5902.227963;5879.604602;5776.49738;5781.777047;5791.47;5849.48;5973.44162656;5815.432941;5905.04798903;132;132;5348;4512;3420;2225;5724.32011575;5500.46733097
48.7559926114, 2.90762029629;"{""coordinates"": [[2.907620296289109, 48.75599261138096]], ""type"": ""MultiPoint""}";77144;32.926055;26.427172;29.114259;29.806614;29.926312;31.94;29.26;28.64115164;30.026897;30.24632881;158;158;38;37;32;75;29.17021499;28.12701364
48.8085214872, 2.90378416827;"{""coordinates"": [[2.903784168269384, 48.80852148723231]], ""type"": ""MultiPoint""}";77154;132.55831;133.527429;109.913505;103.171154;96.531999;93.28;88.88;130.7231646;136.65379;158.21926215;167;167;137;128;120;145;163.92992519;168.98448599
48.3134399015, 2.88956014439;"{""coordinates"": [[2.889560144392853, 48.313439901472314]], ""type"": ""MultiPoint""}";77161;106.526465;104.142008;102.336233;95.755162;89.54798;85.43;96.51;107.39294571;125.383725;126.28158735;173;173;81;69;56;60;131.88314744;121.88069918
48.8194252141, 2.60926649949;"{""coordinates"": [[2.609266499490969, 48.819425214056224]], ""type"": ""MultiPoint""}";77169;4461.11562;4360.574941;4449.635489;4455.48544;4352.62416;4326.32;4320.34;4199.91677861;4215.81785;4287.51420291;180;180;3877;2292;556;215;4261.48568716;4301.70947688
48.4842794486, 2.76694733324;"{""coordinates"": [[2.766947333242141, 48.484279448605584]], ""type"": ""MultiPoint""}";77188;95.674251;102.515106;112.794421;109.677124;120.191652;124.13;123.99;139.82379863;142.150814;135.84669035;198;198;94;133;168;160;142.85228603;147.03260873
48.941454894, 2.74013176173;"{""coordinates"": [[2.740131761727585, 48.94145489401399]], ""type"": ""MultiPoint""}";77196;57.057799;67.376193;81.339396;88.515683;86.291491;89.77;83.84;78.2774157;113.156857;121.64295567;205;205;85;90;56;105;123.83118877;132.76638116
48.3147246163, 2.75243626161;"{""coordinates"": [[2.75243626160979, 48.314724616257415]], ""type"": ""MultiPoint""}";77202;77.218943;73.387294;85.664341;86.366794;80.885953;84.01;98.76;135.6726812;147.730604;155.88097514;211;211;71;70;180;270;161.18327741;170.33859587
48.2066422241, 2.54134830333;"{""coordinates"": [[2.541348303326376, 48.2066422241345]], ""type"": ""MultiPoint""}";77230;31.067634;30.609583;30.767524;26.185202;20.659934;19.23;21.09;20.29717381;21.720148;19.18967474;238;238;30;37;28;25;19.57079029;19.08123458
48.9163826741, 2.83142257583;"{""coordinates"": [[2.831422575833182, 48.91638267410509]], ""type"": ""MultiPoint""}";77232;171.62943;192.613683;192.146734;174.580651;187.655308;209.7;192.99;191.66833161;219.607859;213.66532578;240;240;178;119;128;205;211.00105799;210.17978628
48.8737684481, 2.70865196194;"{""coordinates"": [[2.708651961944013, 48.87376844812525]], ""type"": ""MultiPoint""}";77243;10548.903667;10756.321923;10736.691719;10435.735025;10255.609479;9798.06;9027.96;8553.53653861;8040.693338;7431.77792621;251;251;10157;10441;9384;8190;7204.56413652;7228.5952501
48.7605333006, 3.35068204323;"{""coordinates"": [[3.350682043226833, 48.76053330060178]], ""type"": ""MultiPoint""}";77247;38.391589;37.803675;37.474017;39.180355;44.387669;45.81;49.13;44.84188549;41.587426;38.82456509;255;255;33;40;44;60;29.81501787;24.4293193
48.8338644493, 2.63402109956;"{""coordinates"": [[2.634021099561075, 48.833864449269385]], ""type"": ""MultiPoint""}";77258;8616.048455;8507.371177;8621.518729;8845.225994;8689.032619;8506.83;8725.41;8477.48618457;8339.465381;8397.02541934;266;266;8367;5659;792;70;8552.9088732;8527.01587646
48.5143338208, 3.23809448222;"{""coordinates"": [[3.238094482215943, 48.51433382076635]], ""type"": ""MultiPoint""}";77260;269.162039;280.879365;294.495673;299.142715;321.129124;330.25;357.22;367.10874208;382.088794;368.50688233;268;268;533;537;1004;950;405.25590417;375.67297456
48.4458932334, 2.84130983546;"{""coordinates"": [[2.841309835457622, 48.445893233398934]], ""type"": ""MultiPoint""}";77266;69.080584;64.191681;68.552291;66.277163;61.447135;65.32;69.5;66.35972529;68.126945;66.09417264;274;274;61;48;32;50;62.8680484;60.74655608
49.0528081193, 2.75176836771;"{""coordinates"": [[2.751768367709959, 49.05280811926603]], ""type"": ""MultiPoint""}";77273;26.096932;33.929885;36.102923;34.503771;32.130741;33.16;29.1;30.03657269;37.483974;36.85379338;281;281;23;23;16;35;41.26625483;44.95886479
48.6724909353, 3.31573130336;"{""coordinates"": [[3.315731303364197, 48.67249093525783]], ""type"": ""MultiPoint""}";77275;11.959521;11.97629;13.939328;11.900969;9.918144;10;9.98;9.87150569;10.047568;11.00092617;283;283;16;25;36;20;11.02764802;12.11342888
48.3813118129, 3.25005590942;"{""coordinates"": [[3.250055909422964, 48.3813118128577]], ""type"": ""MultiPoint""}";77310;27.520854;21.843244;21.444132;21.067114;21.004287;23.7;19.91;21.95152673;22.058352;21.07933191;317;317;16;22;68;50;19.06187619;13.93470588
48.4323147267, 3.24676859605;"{""coordinates"": [[3.246768596049522, 48.432314726709]], ""type"": ""MultiPoint""}";77325;52.031512;48.37163;44.467075;49.486456;55.628652;64;55.59;55.02390797;55.75644;60.77012851;331;331;82;159;96;75;64.02348442;78.0638193
48.3774010987, 2.50863073217;"{""coordinates"": [[2.508630732169869, 48.37740109867537]], ""type"": ""MultiPoint""}";77339;228.366198;250.458637;240.744995;245.988746;267.712546;265.2;264.03;250.67500881;244.42186;227.63044183;344;344;198;261;196;205;220.33078428;214.89479353
48.4520769031, 3.34255286088;"{""coordinates"": [[3.342552860880474, 48.452076903071905]], ""type"": ""MultiPoint""}";77341;39.142253;41.44992;41.886168;42.326168;43.384543;42.83;38.59;35.07948262;34.138567;35.08958139;346;346;53;57;64;35;36.25701607;35.74154447
48.2438898187, 2.65261884615;"{""coordinates"": [[2.652618846149217, 48.24388981874998]], ""type"": ""MultiPoint""}";77348;224.445299;216.561043;198.737181;219.683627;193.957491;173.18;152.65;166.42690354;150.822538;155.91632162;352;352;31;40;44;35;155.60884619;145.88778712
48.7437918754, 2.99031868739;"{""coordinates"": [[2.990318687391892, 48.743791875418744]], ""type"": ""MultiPoint""}";77360;56.784164;59.657468;59.42984;46.116205;52.839365;53.3;52.99;51.95158306;54.340836;48.17090761;363;363;40;47;8;35;42.64942618;39.95352506
48.7868596365, 2.61387868795;"{""coordinates"": [[2.613878687954728, 48.78685963648446]], ""type"": ""MultiPoint""}";77373;9843.071377;10089.573521;10046.926348;9924.312231;9890.856614;9943.42;9802.67;9872.95937756;10171.048943;10322.5375393;375;375;8427;6934;4724;3090;10199.8459058;10325.7326593
48.9569030827, 3.16324967013;"{""coordinates"": [[3.163249670133163, 48.956903082696726]], ""type"": ""MultiPoint""}";77388;95.718507;84.54644;86.025246;83.192507;87.816622;89.24;89.87;79.91968987;77.786565;75.30747891;389;389;90;75;64;105;65.24030942;67.6216638
48.7887901235, 3.02879948595;"{""coordinates"": [[3.028799485949556, 48.788790123479096]], ""type"": ""MultiPoint""}";77400;131.094266;137.331706;143.206729;165.326889;168.852844;162.7;161.33;152.78434696;167.124044;167.01037424;400;400;124;149;148;130;176.34808311;180.20467399
49.0032302877, 3.17458045342;"{""coordinates"": [[3.174580453422217, 49.00323028774846]], ""type"": ""MultiPoint""}";77401;39.811353;36.363326;40.932124;42.182634;43.027562;51.83;52.95;52.1020944;52.451686;54.33847399;401;401;40;46;16;40;41.89244644;43.49162201
48.7320378398, 3.42860657611;"{""coordinates"": [[3.428606576112331, 48.73203783978167]], ""type"": ""MultiPoint""}";77424;22.509258;24.232284;26.022211;30.598561;30.131665;27.5;27.3;25.13826564;25.448284;25.48655158;423;423;24;42;48;45;29.85574307;29.46260944
48.9067708304, 3.20214988898;"{""coordinates"": [[3.20214988897841, 48.9067708303994]], ""type"": ""MultiPoint""}";77429;37.956514;44.856932;46.236193;43.505743;42.84223;41.64;32.86;33.79359308;32.296439;34.15071791;428;428;49;42;68;70;33.00450636;32.8990312
48.4376699721, 3.20518056889;"{""coordinates"": [[3.205180568887185, 48.43766997211933]], ""type"": ""MultiPoint""}";77434;47.200092;52.523702;50.126277;56.373829;60.063963;66.61;59.97;62.9236685;61.01633;66.82807535;433;433;51;53;48;30;61.06396471;68.13742052
48.8792370962, 2.96074421301;"{""coordinates"": [[2.960744213008143, 48.879237096172034]], ""type"": ""MultiPoint""}";77443;19.795594;17.689533;16.337207;20.977867;23.007664;26.97;29.96;30.06828769;27.071569;27.18727708;442;442;32;43;24;30;25.98855814;19.74814813
48.4732964607, 3.16397518042;"{""coordinates"": [[3.163975180423197, 48.473296460742255]], ""type"": ""MultiPoint""}";77452;24.171943;23.958388;22.443024;20.013541;18.000088;11.02;9.54;8.81822546;9.025827;10.79510779;451;451;28;44;40;40;11.87414665;12.41699745
48.5085441832, 3.2994961972;"{""coordinates"": [[3.299496197202668, 48.50854418324227]], ""type"": ""MultiPoint""}";77456;70.844306;65.628905;65.275238;68.011546;69.240414;65.4;48.18;49.09908001;48.328542;44.94810514;455;455;78;44;56;65;47.31779896;37.25731646
48.3866678398, 3.09317275752;"{""coordinates"": [[3.093172757523309, 48.386667839753585]], ""type"": ""MultiPoint""}";77467;17.959951;20.732932;21.295702;20.872988;21.945477;18.64;15.34;15.70401951;16.982539;19.96223615;466;466;35;40;32;30;20.15657018;14.47340317
48.7329841116, 3.02884217048;"{""coordinates"": [[3.028842170476489, 48.732984111647255]], ""type"": ""MultiPoint""}";77469;115.190914;115.541324;111.621091;112.702757;107.546854;108.6;99.19;94.3122864;96.25528;95.04758185;468;468;144;216;244;170;96.55818334;88.20139811
48.340547989, 2.59972808904;"{""coordinates"": [[2.599728089037147, 48.34054798900911]], ""type"": ""MultiPoint""}";77477;380.09559;349.50533;351.905142;347.965565;328.073578;333.97;357.39;334.25230943;337.257666;343.21894886;476;476;444;568;656;405;344.14596034;339.29334298
48.5715637549, 2.62699313599;"{""coordinates"": [[2.626993135986199, 48.57156375490032]], ""type"": ""MultiPoint""}";77495;2275.047535;2328.110706;2404.858351;2435.211256;2508.071033;2457.72;2504.94;2624.54859783;2712.085316;2848.59978469;492;492;1484;1300;852;720;2956.0066728;2947.64549355
48.6520261406, 3.40790205823;"{""coordinates"": [[3.407902058227377, 48.652026140636075]], ""type"": ""MultiPoint""}";77519;291.109874;286.416961;265.950503;280.848187;281.830032;257.49;257.03;267.89017303;252.59851;246.5426092;512;512;220;269;340;395;261.86268087;256.01196534
48.6372319825, 2.76910197815;"{""coordinates"": [[2.769101978147683, 48.63723198249509]], ""type"": ""MultiPoint""}";77534;183.413433;195.265044;190.973647;185.504117;210.159271;210.87;205.66;240.24839398;250.039564;231.57050285;527;527;174;156;92;75;229.81659979;237.69727984
48.9139887147, 1.91503353803;"{""coordinates"": [[1.915033538034667, 48.91398871467112]], ""type"": ""MultiPoint""}";78010;350.09692;338.896798;351.116049;328.662376;348.868891;336.5;338.21;337.86243354;340.41935;326.85629765;533;533;312;234;160;185;339.89384591;356.00793323
48.954627095, 1.70527612251;"{""coordinates"": [[1.705276122509606, 48.95462709503066]], ""type"": ""MultiPoint""}";78031;47.420271;57.708554;55.384227;52.914623;51.831857;50.59;39.2;43.32553801;44.936024;42.88742297;539;539;46;49;48;50;46.04318353;44.24905743
48.8545243547, 1.86974846228;"{""coordinates"": [[1.869748462284944, 48.85452435469684]], ""type"": ""MultiPoint""}";78062;1383.29577;1416.968912;1407.543801;1417.802035;1415.404108;1375.81;1363.42;1474.95629326;1459.389563;1413.65591706;549;549;1172;1291;1180;775;1384.60903174;1338.29316337
48.966331727, 1.5816006774;"{""coordinates"": [[1.581600677396701, 48.966331726981785]], ""type"": ""MultiPoint""}";78082;52.162113;54.311203;57.237053;61.435533;65.844597;59.4;59.5;54.38335331;53.021874;51.89632471;557;557;44;30;24;25;52.21874268;37.83410162
48.6189566782, 2.02986708807;"{""coordinates"": [[2.029867088071572, 48.61895667821391]], ""type"": ""MultiPoint""}";78087;428.573162;452.844447;443.357973;431.103589;414.941771;380.13;333.32;325.94219483;335.338919;332.74066363;559;559;358;379;248;170;336.7317902;371.20999533
48.7544967221, 1.65323453945;"{""coordinates"": [[1.653234539453007, 48.754496722129325]], ""type"": ""MultiPoint""}";78096;86.115953;83.667098;82.113785;67.853203;64.372674;72.56;68.09;65.43084837;72.445927;73.69124139;563;563;75;79;48;100;67.50221519;66.51337081
48.7070986849, 2.03738839721;"{""coordinates"": [[2.037388397211589, 48.70709868492392]], ""type"": ""MultiPoint""}";78160;1796.034988;1803.677646;1863.129681;1836.708033;1805.536454;1794.62;1915.73;2016.05537726;1974.610557;1955.00091823;584;584;1549;1516;1200;1140;1928.01506187;1880.59990677
48.8956674876, 1.65947869034;"{""coordinates"": [[1.659478690336745, 48.895667487617786]], ""type"": ""MultiPoint""}";78185;27.887272;31.006059;30.745142;34.228787;45.818582;45.6;46.51;46.30079636;38.584013;46.16688097;592;592;28;36;12;50;51.98882187;46.99334091
