Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC124453;75017;2019-10-07;2019-10-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;18.73;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;108001;85408;"{""coordinates"": [[[2.2927835296829335, 48.874625160011156], [2.2928337862947754, 48.87460980386397], [2.292847785070928, 48.87462753165866], [2.2928746798893282, 48.874616875045334], [2.292846210392898, 48.87458454728271], [2.2927665034983833, 48.87460798270676], [2.2927835296829335, 48.874625160011156]]], ""type"": ""Polygon""}";48.874607172490485, 2.292824167191166
EC123155;75018;2019-07-29;2019-08-22;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;738.5;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;106857;84428;"{""coordinates"": [[[2.365014311329842, 48.885710414811896], [2.3650321971608985, 48.88577586640308], [2.365059116734574, 48.88583332951509], [2.3657206631144683, 48.885673978691706], [2.3657006970441734, 48.88564601359086], [2.3656556096707373, 48.88554613476436], [2.365014311329842, 48.885710414811896]]], ""type"": ""Polygon""}";48.88569087251002, 2.3653637665960052
EC123179;75012;2019-07-15;2019-07-19;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;0.0;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;106881;84445;;
EC122575;75005;2019-06-28;2020-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;108.06;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;106289;83940;"{""coordinates"": [[[2.3570642281446026, 48.844907611871044], [2.35736020531439, 48.84506242072525], [2.357393849936841, 48.84503313931471], [2.3570962049562136, 48.84488153588993], [2.3570642281446026, 48.844907611871044]]], ""type"": ""Polygon""}";48.84497235086459, 2.3572308642521658
EC121155;75007;2019-07-08;2019-11-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;444.65;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;105036;82836;"{""coordinates"": [[[2.3048935532104955, 48.854472468786554], [2.3041157436062862, 48.854956705366405], [2.3041732185994186, 48.8549965843395], [2.3049442217333183, 48.8545052173321], [2.3048935532104955, 48.854472468786554]]], ""type"": ""Polygon""}";48.854739346956755, 2.3045212253804928
EC121286;75013;2019-06-18;2019-07-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;10.77;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;105148;82932;"{""coordinates"": [[[2.3583869671827924, 48.83161171222682], [2.3584492106570125, 48.831631331326925], [2.3584631967322727, 48.8316158688195], [2.3584017928397984, 48.83159411372781], [2.3583869671827924, 48.83161171222682]]], ""type"": ""Polygon""}";48.83161304374807, 2.35842472401132
EC94248;75019;2019-02-11;2019-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;51.1;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;82294;63660;"{""coordinates"": [[[2.406248032928442, 48.87790652896217], [2.406461639242068, 48.87779090386567], [2.406435063088334, 48.877775403463275], [2.406224052362984, 48.877890473012094], [2.406248032928442, 48.87790652896217]]], ""type"": ""Polygon""}";48.87784056050473, 2.406342727749774
EC95022;75015;2019-02-11;2021-12-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;802.5;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;82883;64118;"{""coordinates"": [[[2.3087362458971907, 48.84614842586793], [2.3086668287046366, 48.84612821626395], [2.3088514483515143, 48.84625394108301], [2.30943376300896, 48.845890159148276], [2.309384656977193, 48.84584707045787], [2.309240095989053, 48.845887333206484], [2.309131037929848, 48.845916871735845], [2.308888757762204, 48.845976948402175], [2.308955472084557, 48.84601888618957], [2.3087362458971907, 48.84614842586793]]], ""type"": ""Polygon""}";48.846040849414855, 2.309050067516651
EC91785;75018;2019-01-08;2019-03-11;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;182.32;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;80280;62033;"{""coordinates"": [[[2.3645162364846537, 48.88443632646962], [2.364729644985134, 48.88441753798503], [2.3646983010129734, 48.884298409540996], [2.3644875240619947, 48.88431379809029], [2.364543175325872, 48.884350521628896], [2.364547715185628, 48.88440291176086], [2.3645162364846537, 48.88443632646962]]], ""type"": ""Polygon""}";48.88436549233245, 2.3646222442470726
EC39283;75012;2018-02-12;2019-12-20;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;6.98;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;33395;26032;"{""coordinates"": [[[2.3988740635478356, 48.831995539088595], [2.3988761747439225, 48.83199190636453], [2.3987792329159667, 48.83190489820673], [2.3987049407162835, 48.831827566802644], [2.398701475873384, 48.83182891552168], [2.3987696287927354, 48.83190029643369], [2.3988740635478356, 48.831995539088595]]], ""type"": ""Polygon""}";48.83191389090341, 2.398789231526695
EC97483;75020;2019-04-01;2019-05-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;36.0;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;ZONE_LIVRAISON;84655;65582;"{""coordinates"": [[[2.405889249681899, 48.85268995511163], [2.405738528286672, 48.85266188440241], [2.405726865746416, 48.85268980434435], [2.405877597700369, 48.852716357917], [2.405889249681899, 48.85268995511163]]], ""type"": ""Polygon""}";48.85268937341337, 2.4058074124011988
EC99597;75005;2019-02-27;2019-03-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;37.98;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;86282;66888;"{""coordinates"": [[[2.3373989698139592, 48.83953146688714], [2.337509710252378, 48.83950293628106], [2.337510642705552, 48.83948381552001], [2.337471463047432, 48.83947266942629], [2.337377983792925, 48.83949992947722], [2.33737154382754, 48.83951810867084], [2.3373989698139592, 48.83953146688714]]], ""type"": ""Polygon""}";48.8395015706538, 2.3374416283914807
EC109211;75008;2019-04-15;2019-05-23;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;13.8;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;94444;73727;"{""coordinates"": [[[2.319528755730772, 48.86499426249889], [2.3194973536846635, 48.864994083952986], [2.319495266469634, 48.86504826046831], [2.3195263223322558, 48.86504843704629], [2.319528755730772, 48.86499426249889]]], ""type"": ""Polygon""}";48.86502121094546, 2.3195119266423725
EC106482;75014;2019-06-19;2019-07-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;342.89;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;91975;71603;"{""coordinates"": [[[2.329975500008479, 48.831722873823296], [2.330071753573261, 48.83168015225156], [2.330085651685497, 48.83160509194834], [2.3299521319694696, 48.83146146952749], [2.3299027851282625, 48.83147713175717], [2.329770016218081, 48.83147638781113], [2.329975500008479, 48.831722873823296]]], ""type"": ""Polygon""}";48.83158088833548, 2.3299507828595214
EC106684;75020;2019-04-15;2019-12-20;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;197.58;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;92183;71781;"{""coordinates"": [[[2.4146398300805814, 48.85436361941221], [2.414540651061995, 48.85446968976679], [2.4147000501553197, 48.85453148848558], [2.41481036234998, 48.85441727580183], [2.414737475721333, 48.854394151445106], [2.4147127166231863, 48.85438674382901], [2.4146398300805814, 48.85436361941221]]], ""type"": ""Polygon""}";48.85444577822728, 2.4146740072592294
EC10711;75011;2017-10-02;2021-04-02;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;122.63;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;6375;5016;"{""coordinates"": [[[2.3707680350838087, 48.86981009055892], [2.3707145986798768, 48.86988570932114], [2.3707958108789358, 48.86991128986597], [2.370845254773094, 48.8698998430799], [2.3709199197518704, 48.869922784640394], [2.3709575861605248, 48.869869691388345], [2.3707680350838087, 48.86981009055892]]], ""type"": ""Polygon""}";48.86987064716362, 2.3708312044716213
EC10712;75011;2017-10-02;2020-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;193.35;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;6375;5016;"{""coordinates"": [[[2.3711671083946397, 48.86964448273314], [2.371216123902195, 48.86966217212021], [2.371247537559736, 48.8696456975743], [2.3714402427365053, 48.869394085405474], [2.371372188024218, 48.86936284469834], [2.3711671083946397, 48.86964448273314]]], ""type"": ""Polygon""}";48.869513130929114, 2.3713052284880707
EC6197;75008;2017-04-24;2019-10-11;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;7820.79;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;3946;2995;"{""coordinates"": [[[2.31400572831608, 48.864733228259816], [2.313953037063937, 48.86475114072965], [2.3139397389770675, 48.86492228240451], [2.3139917828408967, 48.864953545282944], [2.31783109783678, 48.865028312719424], [2.317911799376545, 48.864979593652315], [2.318774754970901, 48.86464753838849], [2.3182454806251847, 48.86479752703135], [2.31400572831608, 48.864733228259816]]], ""type"": ""Polygon""}";48.864874714517086, 2.3160764829529863
EC6216;75012;2017-06-19;2019-11-07;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;360.16;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;3950;2999;"{""coordinates"": [[[2.379505134437073, 48.83991074921529], [2.3797782663778717, 48.83968356938503], [2.3797634048790393, 48.83965707985658], [2.379870644356238, 48.839572936596916], [2.3798116505971527, 48.839544853044885], [2.3794169444402105, 48.83984335220228], [2.379505134437073, 48.83991074921529]]], ""type"": ""Polygon""}";48.839736844957756, 2.379633814789048
EC6643;75009;2016-10-17;2019-02-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;179.64;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;4091;3126;"{""coordinates"": [[[2.3337755309806885, 48.87621919449952], [2.333580780592643, 48.87623025063245], [2.333583958582891, 48.87634172674764], [2.3337872895604517, 48.87632811388229], [2.3337755309806885, 48.87621919449952]]], ""type"": ""Polygon""}";48.87628024243787, 2.3336816136629768
EC69699;75010;2018-09-01;2019-07-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;201.56;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;61126;46977;"{""coordinates"": [[[2.3701780416921507, 48.8793341341256], [2.3701674403460307, 48.88008389893642], [2.3702011913492553, 48.88008407649392], [2.3702102461088415, 48.87933531529411], [2.3701780416921507, 48.8793341341256]]], ""type"": ""Polygon""}";48.87971225866591, 2.370189188004807
EC37148;75017;2018-01-15;2020-12-04;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;28.93;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;31565;24572;"{""coordinates"": [[[2.326931249985216, 48.883686785867525], [2.3269021206158014, 48.883590086956794], [2.3269517786192946, 48.88348745560101], [2.3265743350603594, 48.88341611881468], [2.3265715150183324, 48.88342065626954], [2.326942053641662, 48.88349195424749], [2.3268951934640536, 48.88359186915893], [2.3269229899879895, 48.88368491828564], [2.326931249985216, 48.883686785867525]]], ""type"": ""Polygon""}";48.883508727914105, 2.32682707778544
EC44926;75015;2018-02-15;2019-02-22;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;39.79;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;38777;29945;"{""coordinates"": [[[2.2964820240974664, 48.8471134233422], [2.296476301419192, 48.847128417168115], [2.2966112783838466, 48.847147425635534], [2.2966221004295555, 48.847112425747206], [2.296489876638704, 48.84709388855873], [2.2964820240974664, 48.8471134233422]]], ""type"": ""Polygon""}";48.84712059790809, 2.2965498528581634
EC24552;75019;2017-07-28;2019-08-22;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;8.87;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;19851;15501;"{""coordinates"": [[[2.3660569159296494, 48.885512154979565], [2.3660694752071647, 48.885506800337346], [2.3660616844572813, 48.88549873619771], [2.366050104432554, 48.88550452860008], [2.3660533511939885, 48.88550801539195], [2.3658864595241935, 48.88556678304547], [2.365881743137622, 48.885560014018694], [2.3658734824757484, 48.88556343986958], [2.3658786587346365, 48.88557040738537], [2.3657590112378877, 48.88562159732847], [2.3657561024104354, 48.88561746120678], [2.365746202431432, 48.885620227252744], [2.365751064624024, 48.88562610852253], [2.3656856068005157, 48.88561732607764], [2.3656859143849402, 48.88561927924522], [2.365752216279608, 48.885628737957916], [2.365761128925313, 48.88562574994376], [2.3657598421083765, 48.885623357214655], [2.3658791649835376, 48.88557194881389], [2.3658887467872503, 48.88556809738359], [2.3660545095027876, 48.88551021138454], [2.3660569159296494, 48.885512154979565]]], ""type"": ""Polygon""}";48.88556724297124, 2.365890983693518
EC35883;75020;2017-10-23;2019-08-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;653.22;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;30271;23589;"{""coordinates"": [[[2.407343263944153, 48.87715649342779], [2.407267743847163, 48.87718698361639], [2.4070576337195475, 48.877114097468485], [2.4070296466648076, 48.87714684912395], [2.40704408181631, 48.877226353006044], [2.407021534228357, 48.87725305752794], [2.4074517810997875, 48.87739432587607], [2.40755950075525, 48.8772309310546], [2.407343263944153, 48.87715649342779]]], ""type"": ""Polygon""}";48.877249680830744, 2.4072898621127305
EC101941;75012;2019-03-05;2019-04-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;36.67;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;88029;68375;"{""coordinates"": [[[2.367095863116661, 48.845415390172676], [2.3670610812580044, 48.84543888538003], [2.3671535589942536, 48.845493563669955], [2.3672081992598035, 48.84548246861023], [2.367095863116661, 48.845415390172676]]], ""type"": ""Polygon""}";48.845457220164064, 2.367130304533024
EC94569;75017;2019-01-27;2019-02-01;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;0.98;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;82601;63880;"{""coordinates"": [[[2.293625658450958, 48.874554598395974], [2.293629995081951, 48.8745529170346], [2.2936199958913606, 48.874526674577375], [2.293616514510899, 48.874528930268994], [2.293625658450958, 48.874554598395974]]], ""type"": ""Polygon""}";48.874541074986254, 2.2936231623542014
EC95029;75015;2019-02-11;2021-12-17;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;45.05;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;82885;64122;"{""coordinates"": [[[2.307818256495687, 48.846603273116976], [2.3078150490645437, 48.84659801756592], [2.307923679110762, 48.846587944489684], [2.308143660588969, 48.846453742999564], [2.3083089714487492, 48.84634484070174], [2.3083984666900057, 48.84625587679864], [2.3085828543946976, 48.84613911512597], [2.3087794928134073, 48.84620400370348], [2.3085846247098467, 48.84613570957329], [2.3083907206427, 48.8462546934251], [2.308304166701284, 48.84634299081169], [2.307922187762498, 48.84658326816575], [2.307815949376879, 48.846595176289206], [2.3077794484090663, 48.846616026396006], [2.3077871188957038, 48.846622901443105], [2.307818256495687, 48.846603273116976]]], ""type"": ""Polygon""}";48.84640422272879, 2.308196243976624
EC96414;75010;2019-03-04;2019-04-05;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;46.61;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;83953;64982;"{""coordinates"": [[[2.3548217390981834, 48.86934251273599], [2.354977396696737, 48.869314321861275], [2.354957112983646, 48.869280060990505], [2.3548074957042786, 48.86930828349993], [2.3548217390981834, 48.86934251273599]]], ""type"": ""Polygon""}";48.86931132573289, 2.3548913780823937
EC101346;75020;2019-03-04;2019-04-19;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;26.55;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;87564;67972;"{""coordinates"": [[[2.4042610319290194, 48.87147407482389], [2.4042426919847864, 48.87144802785325], [2.4041693874430785, 48.871520064798275], [2.4041884289576405, 48.87154520424498], [2.4042665999030786, 48.87147000426871], [2.4042610319290194, 48.87147407482389]]], ""type"": ""Polygon""}";48.871496784349105, 2.404215757965658
EC101854;75018;2019-06-17;2019-09-06;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;40.16;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;87966;68316;"{""coordinates"": [[[2.3450762291724483, 48.89730685158019], [2.345103743487215, 48.89731565438765], [2.345215995562353, 48.897176475384505], [2.34518780125103, 48.89716675877288], [2.3450762291724483, 48.89730685158019]]], ""type"": ""Polygon""}";48.8972409661326, 2.345146306737491
EC101856;75018;2019-07-22;2019-07-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;201.09;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;87966;68316;"{""coordinates"": [[[2.345046379591275, 48.897318982924645], [2.345342276723288, 48.89696497238804], [2.3452536879869648, 48.896979969862905], [2.3450068700185382, 48.89727550871825], [2.345046379591275, 48.897318982924645]]], ""type"": ""Polygon""}";48.89713499221411, 2.345163332080299
EC101347;75020;2019-03-04;2019-04-19;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;20.49;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;87564;67972;"{""coordinates"": [[[2.404013877092537, 48.87111493269181], [2.403980034610731, 48.87111658533417], [2.404051671808325, 48.871190254888276], [2.4040760066912426, 48.871174893997775], [2.404013877092537, 48.87111493269181]]], ""type"": ""Polygon""}";48.87114992609913, 2.4040305594869307
EC101348;75020;2019-03-04;2019-04-19;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;29.5;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;87564;67972;"{""coordinates"": [[[2.4044497205159927, 48.87169449632056], [2.4044978765120755, 48.87170885185692], [2.4044231780765877, 48.87160101605924], [2.404397335814102, 48.87162729822465], [2.4044497205159927, 48.87169449632056]]], ""type"": ""Polygon""}";48.87165642175884, 2.404442501504183
EC102342;75005;2019-03-18;2020-03-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;991.29;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;88342;68619;"{""coordinates"": [[[2.354651148777446, 48.84601010519897], [2.3546471390524317, 48.84603679904308], [2.354575163608302, 48.84605462549303], [2.3545321644446013, 48.8462952851206], [2.35461954032824, 48.84637104456069], [2.3546395681010632, 48.84638815318538], [2.3546706853593697, 48.84640107125263], [2.3547037938207, 48.846401856904066], [2.3547305529667155, 48.846395322592485], [2.3547564750655607, 48.84638210421977], [2.354767813938473, 48.84635787907775], [2.3547635234473274, 48.84633296257417], [2.355011982641238, 48.84615959189345], [2.3550144382544396, 48.846109817497045], [2.354932311441422, 48.84605594466289], [2.3549202244579375, 48.84606620143875], [2.3548189235634007, 48.84600068905137], [2.354722404601639, 48.84599470399172], [2.3547762709357696, 48.84602778066627], [2.354728951942814, 48.84606031250461], [2.354700675394659, 48.84604073112648], [2.354651148777446, 48.84601010519897]]], ""type"": ""Polygon""}";48.84618564947166, 2.3547441632248822
EC102343;75005;2019-06-28;2020-03-31;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;175.07;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;88342;68619;"{""coordinates"": [[[2.35695913142085, 48.8449209906941], [2.3569091233968584, 48.84489203319625], [2.3565584106747135, 48.84513377149411], [2.3565959668184013, 48.845165393521754], [2.35695913142085, 48.8449209906941]]], ""type"": ""Polygon""}";48.845026145604976, 2.356758619827514
EC107186;75006;2019-05-06;2019-05-24;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;41.88;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;92700;72215;"{""coordinates"": [[[2.3293515004070553, 48.84981288083486], [2.3294484478954125, 48.849919981143195], [2.3294851803280805, 48.849907436795036], [2.329387203023098, 48.849799875667856], [2.3293515004070553, 48.84981288083486]]], ""type"": ""Polygon""}";48.84986015177475, 2.329418204305385
EC108659;75020;2019-06-25;2019-07-18;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;23.3;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;94005;73330;"{""coordinates"": [[[2.4112502137852365, 48.8534832753335], [2.4113858600506455, 48.85350910196244], [2.41139057517321, 48.853488861039146], [2.411260789076662, 48.853463405001285], [2.4112502137852365, 48.8534832753335]]], ""type"": ""Polygon""}";48.85348615564773, 2.4113214415036865
EC105636;75012;2019-04-01;2019-05-22;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;15.39;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;91239;71002;"{""coordinates"": [[[2.3697094378966272, 48.851598645076955], [2.369730089281916, 48.85160273889812], [2.3697389272900184, 48.85158514013533], [2.369765636147135, 48.8515875570864], [2.3697903147872994, 48.851543857974825], [2.3697601775881694, 48.85153971509821], [2.36973375859968, 48.851584543618095], [2.3697156950089227, 48.85158046342934], [2.3697094378966272, 48.851598645076955]]], ""type"": ""Polygon""}";48.85157021261229, 2.3697536653431337
EC6196;75008;2017-04-24;2019-10-11;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;3030.31;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;3946;2995;"{""coordinates"": [[[2.314011272634885, 48.86473143885876], [2.3164677729076915, 48.86477827956212], [2.3173622079804383, 48.864783384584626], [2.317461302855475, 48.86480580751132], [2.318250929467485, 48.86480302250715], [2.3187444605049214, 48.86464190151064], [2.318646651738253, 48.86452112798245], [2.3183903421612477, 48.864698171985474], [2.3181137108596856, 48.864740310790665], [2.31401794552682, 48.8646440469632], [2.314011272634885, 48.86473143885876]]], ""type"": ""Polygon""}";48.86472246152556, 2.3163343560694676
EC63440;75012;2018-10-06;2020-09-04;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;42.74;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;55529;42654;"{""coordinates"": [[[2.396960533710618, 48.84808407715667], [2.3969640865112933, 48.84810230968081], [2.397203506475563, 48.84808099637698], [2.3972037910440944, 48.84805615945176], [2.396960533710618, 48.84808407715667]]], ""type"": ""Polygon""}";48.84808026637856, 2.3970887348475434
EC63441;75012;2018-10-06;2020-09-04;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;2.45;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;55529;42654;"{""coordinates"": [[[2.3971778624042943, 48.84790906895871], [2.397185867876783, 48.84792194217877], [2.3972041135635687, 48.84791706697559], [2.3972053781158693, 48.84791624504174], [2.397195495648854, 48.84790294866293], [2.3971778624042943, 48.84790906895871]]], ""type"": ""Polygon""}";48.847912681860414, 2.3971914076370586
EC100115;75015;2019-02-04;2019-10-14;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;141.5;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;86706;67234;"{""coordinates"": [[[2.2756030046003732, 48.833683610931736], [2.2756102945010865, 48.83368851261934], [2.2758665870707846, 48.83351216234993], [2.2758201327156153, 48.83347970046902], [2.27555649119029, 48.83365539905261], [2.2756030046003732, 48.833683610931736]]], ""type"": ""Polygon""}";48.83358508948789, 2.27571157748663
EC90397;75019;2018-11-19;2019-03-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;1625.76;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;79160;61146;"{""coordinates"": [[[2.3684025005390312, 48.88416432586966], [2.368260331450953, 48.88407364307776], [2.368225823996059, 48.884072322447395], [2.367914795364551, 48.88409914093846], [2.3668869811521995, 48.884162013364836], [2.366890280097515, 48.88417455304367], [2.366743387572968, 48.8841885746344], [2.366759195483919, 48.884308189635945], [2.3676075324908408, 48.8842420933581], [2.368184538391686, 48.884203018759656], [2.3684025005390312, 48.88416432586966]]], ""type"": ""Polygon""}";48.88418645367546, 2.367531312070774
EC90864;75014;2019-01-14;2019-01-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;10.31;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;79574;61454;"{""coordinates"": [[[2.3332888700425425, 48.83186377290736], [2.333315716810651, 48.83186802010204], [2.333332179306133, 48.83182120866867], [2.333307390097852, 48.83181788221283], [2.3332888700425425, 48.83186377290736]]], ""type"": ""Polygon""}";48.83184306590524, 2.333310937628813
EC97484;75020;2019-04-01;2019-05-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;89.02;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;TAXI;84655;65582;"{""coordinates"": [[[2.4059149176430474, 48.8529164218286], [2.406005017651208, 48.85292233359224], [2.4060451462857095, 48.852791997630284], [2.4059753247266995, 48.85278314946731], [2.4059149176430474, 48.8529164218286]]], ""type"": ""Polygon""}";48.852855996157125, 2.4059838972208736
EC97487;75002;2019-04-23;2019-05-10;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;29.35;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;84665;65590;"{""coordinates"": [[[2.332678976792923, 48.86936295345299], [2.332713399325706, 48.86936997587148], [2.3327543115149223, 48.869274577742196], [2.3327163937453124, 48.86927095155235], [2.332678976792923, 48.86936295345299]]], ""type"": ""Polygon""}";48.86931920997681, 2.3327160652933236
EC70284;75017;2018-07-01;2019-01-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;1648.29;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;61649;47366;"{""coordinates"": [[[2.3117785918591047, 48.895685567355386], [2.311831754318614, 48.89573029492982], [2.3122788737287725, 48.89548150889831], [2.3120140328855956, 48.8952892447974], [2.311959881981115, 48.895322326470314], [2.311779027539918, 48.895420452948635], [2.311326293918992, 48.89565260964126], [2.311478133115845, 48.89577592197705], [2.3116450438013003, 48.89568783501137], [2.3117785918591047, 48.895685567355386]]], ""type"": ""Polygon""}";48.89554553556606, 2.3118246362775605
EC88312;75010;2019-01-02;2019-02-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;30.34;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;STATIONNEMENT_PAYANT;77590;59886;"{""coordinates"": [[[2.3704458830652997, 48.87094422486839], [2.3704132077636846, 48.87093494541089], [2.370344753958344, 48.871030211024554], [2.370377436188315, 48.871038921255284], [2.3704458830652997, 48.87094422486839]]], ""type"": ""Polygon""}";48.87098699036556, 2.370395365323675
EC88389;75020;2019-01-07;2019-03-14;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;176.23;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;77627;59917;"{""coordinates"": [[[2.405774696521048, 48.87499468249522], [2.405804976614566, 48.87500302840952], [2.4058193894220214, 48.87494982355635], [2.405616809044658, 48.87443289824028], [2.405577375476659, 48.874440443879514], [2.405784180403308, 48.87495010384769], [2.405774696521048, 48.87499468249522]]], ""type"": ""Polygon""}";48.87470750950874, 2.405703989360172
