Référence Chantier;Code postal arrondissement - Commune;Date début du chantier;Date fin du chantier;Responsable du chantier;Maîtrise d'ouvrage principale;Surface (m2);Synthèse - Nature du chantier;Encombrement espace public;Impact stationnement;Identifiant demande CITE;Identifiant Chantier CITE;geo_shape;geo_point_2d
EC255314;75019;2022-01-05;2022-01-07;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;7.66;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;521956;170671;"{""coordinates"": [[[2.384607904212151, 48.896892456570775], [2.384618327607952, 48.896887045891745], [2.3846715314882148, 48.896943326827774], [2.384700892681599, 48.89697170898892], [2.3847189506751625, 48.89696315035294], [2.3846868477381546, 48.896932932995725], [2.3846708521216216, 48.89694241233078], [2.384620383223646, 48.89688842251453], [2.384612895318722, 48.89687927667123], [2.384601084916124, 48.89688513527605], [2.384607904212151, 48.896892456570775]]], ""type"": ""Polygon""}";48.89694271910292, 2.384681980557573
EC218416;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;475.98;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.315870397572132, 48.875474076514315], [2.3158020713570573, 48.87547277497713], [2.315735126367882, 48.8763120772645], [2.315805514007252, 48.876314301644726], [2.315870397572132, 48.875474076514315]]], ""type"": ""Polygon""}";48.87589545650385, 2.315803114646406
EC219147;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;156.45;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.3185414908403454, 48.87445974109694], [2.3184799929385473, 48.87462240981655], [2.318470989863187, 48.87462463568692], [2.318442686386657, 48.874782939993146], [2.3184978728892305, 48.87478598638565], [2.3185862214542525, 48.87447046944498], [2.3185414908403454, 48.87445974109694]]], ""type"": ""Polygon""}";48.87462994197913, 2.318511162829975
EC220142;75008;2021-04-15;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;231.64;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;384304;148718;"{""coordinates"": [[[2.323688750704801, 48.875085000517345], [2.323072768519239, 48.87504736638004], [2.323070088099874, 48.87509425354698], [2.323683333772421, 48.8751300501721], [2.323688750704801, 48.875085000517345]]], ""type"": ""Polygon""}";48.87508903884472, 2.323376881409737
EC220169;75008;2021-04-15;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;75.84;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;384304;148718;"{""coordinates"": [[[2.32491239755827, 48.87548260634429], [2.3248283354204133, 48.87547029335521], [2.324797236355611, 48.87557940375022], [2.3248792631614603, 48.87558897398968], [2.32491239755827, 48.87548260634429]]], ""type"": ""Polygon""}";48.87553000242338, 2.3248542436526995
EC298534;75015;2022-10-10;2022-11-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;302.95;Travaux sur réseau de transport public;EMPRISE_PISTE_CYCLABLE,EMPRISE_TROTTOIR;;709267;197342;"{""coordinates"": [[[2.3156738723950534, 48.846627736609996], [2.316303330710493, 48.84681873024083], [2.3164245665242147, 48.84686312932619], [2.316447347477114, 48.846835937754456], [2.316447616242078, 48.8468154473154], [2.316351416771394, 48.84678529872015], [2.3157020067083116, 48.84658691357416], [2.3156738723950534, 48.846627736609996]]], ""type"": ""Polygon""}";48.84672314956138, 2.3160670255993523
EC298864;75010;2022-10-02;2022-10-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;450.48;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;710582;197554;"{""coordinates"": [[[2.3546535788180516, 48.87946652594716], [2.3545956666201335, 48.87962103470365], [2.3546910006060764, 48.879789524976964], [2.3547552386945423, 48.879805555570826], [2.3548356611634884, 48.879815601958654], [2.354958316656675, 48.87969837664465], [2.3547323835114415, 48.879607099071286], [2.3546535788180516, 48.87946652594716]]], ""type"": ""Polygon""}";48.87968140013617, 2.3547488027219456
EC302652;75010;2022-10-06;2022-12-16;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;9.84;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;726926;200087;"{""coordinates"": [[[2.353842002325634, 48.87900394103986], [2.353872869560179, 48.87896449113019], [2.3538495098136853, 48.87895525840684], [2.3538186439414224, 48.87899470741892], [2.353842002325634, 48.87900394103986]]], ""type"": ""Polygon""}";48.8789795994494, 2.35384575651986
EC302882;75009;2022-10-18;2023-10-13;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;112.45;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;727417;200230;"{""coordinates"": [[[2.3326594279227306, 48.872423309591916], [2.3327742301311902, 48.87244267023778], [2.332794591643582, 48.872409896663655], [2.332784230563188, 48.872380493440524], [2.3327999897172504, 48.87234769420975], [2.3327779297815363, 48.87233340394005], [2.332667516230187, 48.872330764912704], [2.332642928298471, 48.87233416943275], [2.332642707908115, 48.872351370784045], [2.33266079040347, 48.87237676913844], [2.3326534345355587, 48.87241214504455], [2.3326594279227306, 48.872423309591916]]], ""type"": ""Polygon""}";48.872381498990606, 2.3327228610861965
EC303755;75011;2022-11-07;2022-11-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;68.24;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;729921;200788;"{""coordinates"": [[[2.3963172857102264, 48.849347174295026], [2.3963224246331376, 48.84936693292913], [2.3965530469316083, 48.8493129462036], [2.3965333249337353, 48.84929463213323], [2.3963656995355893, 48.849337299042794], [2.396358163532141, 48.849326129728894], [2.396381992700198, 48.84932068475472], [2.396374635742236, 48.849306528694115], [2.3963490339286238, 48.84931277414095], [2.3959164576791645, 48.84924911646916], [2.395915673164356, 48.849257309212895], [2.3963544696532826, 48.8493200872253], [2.3963634065899972, 48.84933678203791], [2.3963172857102264, 48.849347174295026]]], ""type"": ""Polygon""}";48.849311619530376, 2.396311487433746
EC279426;75013;2022-04-25;2022-05-23;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;22.41;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;626744;185418;"{""coordinates"": [[[2.3643939854819807, 48.81883301366915], [2.3644086965128985, 48.818820442981504], [2.3642577926563186, 48.81875436910483], [2.3642453865768385, 48.81876644657825], [2.3643939854819807, 48.81883301366915]]], ""type"": ""Polygon""}";48.81879401647887, 2.364327505072704
EC279541;75015;2022-06-22;2022-08-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;33.21;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;627255;185478;"{""coordinates"": [[[2.2936569603795216, 48.84461794889961], [2.2936330425591076, 48.84458826438697], [2.293535248192973, 48.84462616632201], [2.2935306053791846, 48.84463775152593], [2.2935450508151676, 48.844653717844764], [2.2935588305224743, 48.84465516535376], [2.2936569603795216, 48.84461794889961]]], ""type"": ""Polygon""}";48.8446233735503, 2.293592196424335
EC265350;75017;2022-02-28;2022-03-04;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;64.08;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;568373;176690;"{""coordinates"": [[[2.3005487463087224, 48.88463616517308], [2.3005282183748923, 48.88457092901339], [2.300414080591747, 48.88458665430039], [2.3004284068443606, 48.884650944118064], [2.3005487463087224, 48.88463616517308]]], ""type"": ""Polygon""}";48.88461140441212, 2.300480189732808
EC265772;75016;2022-01-17;2022-10-27;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;20.97;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;569773;176988;"{""coordinates"": [[[2.272330736442893, 48.857904738710225], [2.272321427682482, 48.857928816376585], [2.2724204279022024, 48.85795582980209], [2.2724303994374377, 48.857933577358494], [2.272330736442893, 48.857904738710225]]], ""type"": ""Polygon""}";48.85793056841671, 2.2723752338751666
EC265857;75017;2022-02-21;2022-02-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;4.41;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;569871;177018;"{""coordinates"": [[[2.3270119026761855, 48.88364352543784], [2.3270456262786343, 48.88365191150249], [2.3270533963755162, 48.88363829432974], [2.327020375869609, 48.883629001196375], [2.3270119026761855, 48.88364352543784]]], ""type"": ""Polygon""}";48.88364063894163, 2.327032634711631
EC266860;75004;2022-03-21;2022-04-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;28.66;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;573956;177644;"{""coordinates"": [[[2.3474817790047457, 48.85508844908766], [2.347554077346379, 48.85507062872923], [2.34751936699981, 48.85502591430158], [2.347455452373893, 48.855047828346876], [2.3474817790047457, 48.85508844908766]]], ""type"": ""Polygon""}";48.85505823083443, 2.347503557166241
EC281882;75016;2022-05-30;2022-06-03;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;243.02;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;637001;187132;"{""coordinates"": [[[2.2803070098732503, 48.877093598777954], [2.2802890611731073, 48.87709349087], [2.280257294450294, 48.87709421091426], [2.2802365723465825, 48.87709499735672], [2.2802267816066744, 48.87710404522225], [2.2801921407881656, 48.87711294456769], [2.280259287600407, 48.87714977702591], [2.280290563571004, 48.87718457262541], [2.2803254152437367, 48.877260371803516], [2.280520559257105, 48.87732711758689], [2.2805402525837284, 48.87730082498601], [2.2804434606071693, 48.87721099168466], [2.280376766565025, 48.8771413756596], [2.2803373199933707, 48.877098335262744], [2.2803070098732503, 48.877093598777954]]], ""type"": ""Polygon""}";48.87720400561918, 2.280370424387646
EC283075;75014;2022-07-25;2022-07-26;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;156.37;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;641825;187853;"{""coordinates"": [[[2.3349412019038507, 48.83026867450861], [2.3351196580108358, 48.83033751819966], [2.335192390712915, 48.83025914275345], [2.3350049807500777, 48.83018933831394], [2.3349412019038507, 48.83026867450861]]], ""type"": ""Polygon""}";48.83026353793731, 2.33506514103854
EC283367;75015;2022-06-13;2022-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;274.26;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;642775;188036;"{""coordinates"": [[[2.31191494249436, 48.84532293476042], [2.311939478800284, 48.84529347690574], [2.3118793547692014, 48.84527491627227], [2.311866016579402, 48.84517465756963], [2.3118263176844382, 48.845176705506326], [2.31183320684843, 48.84524277466035], [2.3116898932606325, 48.845200419354384], [2.3116767109778356, 48.84515379511151], [2.311273557635438, 48.84503206714414], [2.3112547380688166, 48.845063325033756], [2.3116456116288986, 48.84518700417576], [2.3116650015695344, 48.84524522186779], [2.31191494249436, 48.84532293476042]]], ""type"": ""Polygon""}";48.8451815039183, 2.3116381452268295
EC283376;75015;2022-06-13;2022-10-14;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;651.8;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;STATIONNEMENT_PAYANT;642775;188036;"{""coordinates"": [[[2.3094286853832755, 48.84570364580802], [2.3093764635282596, 48.845609423758155], [2.308712640836213, 48.84578546176887], [2.3086980513030735, 48.84591003651933], [2.3094286853832755, 48.84570364580802]]], ""type"": ""Polygon""}";48.84575471465728, 2.309048013672899
EC285902;75020;2022-06-20;2022-09-10;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;82.07;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;654136;189564;"{""coordinates"": [[[2.40645684481834, 48.87657599015656], [2.406580670485902, 48.87655383660015], [2.406566708155382, 48.87650686552279], [2.40651138363793, 48.87651524280823], [2.4064959897590597, 48.87647281883132], [2.4064150720567405, 48.876485622491145], [2.40645684481834, 48.87657599015656]]], ""type"": ""Polygon""}";48.876526508142824, 2.406493160698473
EC287603;75020;2022-11-03;2023-02-03;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;98.34;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE;;658911;190633;"{""coordinates"": [[[2.4044541642794113, 48.8646646756464], [2.4042635769416654, 48.864672833832444], [2.40420919754756, 48.864720376544774], [2.404209883414388, 48.86472083502512], [2.4043749132082515, 48.86471437089678], [2.404539949535641, 48.86470745060822], [2.4044541642794113, 48.8646646756464]]], ""type"": ""Polygon""}";48.864693553466786, 2.404367552794122
EC287731;75017;2022-09-01;2022-10-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;19.27;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;659467;190702;"{""coordinates"": [[[2.29897884777559, 48.8784121450457], [2.2989880186984677, 48.87839452224797], [2.2988649138436794, 48.878368624330136], [2.29885494196425, 48.87838517311432], [2.29897884777559, 48.8784121450457]]], ""type"": ""Polygon""}";48.87839023453515, 2.298922157964251
EC295923;75013;2022-08-09;2022-09-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;1120.56;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;695268;195751;"{""coordinates"": [[[2.3566948774266634, 48.83128361780593], [2.356775724116042, 48.83132776926569], [2.3570493853951033, 48.83139754705738], [2.3572243819203837, 48.83141397034463], [2.35733178677505, 48.83131800723832], [2.3572850329010744, 48.83130591667955], [2.357346737934242, 48.83122428047131], [2.3568960421942116, 48.83107977971865], [2.3568255790432797, 48.83108850874382], [2.3566948774266634, 48.83128361780593]]], ""type"": ""Polygon""}";48.83125544728926, 2.357019335984003
EC297123;75008;2022-08-19;2022-09-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;39.62;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;701301;196425;"{""coordinates"": [[[2.322659112655499, 48.87013804030231], [2.322608523764897, 48.87004725042421], [2.322565243711825, 48.87005782007933], [2.322604632381179, 48.87014740802112], [2.322659112655499, 48.87013804030231]]], ""type"": ""Polygon""}";48.87009907999788, 2.3226102590240596
EC299194;75014;2022-10-12;2022-11-15;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;33.2;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;713014;197789;"{""coordinates"": [[[2.339960237862403, 48.83215112135177], [2.3398609996463406, 48.83218042651163], [2.3398935425887553, 48.8322129880144], [2.339911233525901, 48.832208025785036], [2.339984293897868, 48.83218819041432], [2.339960237862403, 48.83215112135177]]], ""type"": ""Polygon""}";48.83218274125503, 2.3399249027464615
EC160165;75013;2020-05-18;2024-02-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;119.88;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;139076;110524;"{""coordinates"": [[[2.3591133339936876, 48.82072156316075], [2.3592360536197594, 48.82066803052723], [2.359256340529615, 48.820588447919995], [2.3591772181734494, 48.820517439712425], [2.3591133339936876, 48.82072156316075]]], ""type"": ""Polygon""}";48.82062398735616, 2.3591880943794012
EC182338;75003;2020-09-01;2022-07-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;140.76;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;243435;125030;"{""coordinates"": [[[2.357678443579367, 48.86520873049137], [2.3577040466168477, 48.865203403484806], [2.3577141857635078, 48.865220762169294], [2.3581128504208255, 48.86513091699938], [2.3580939751138796, 48.86509438694827], [2.357666957337397, 48.86518863326699], [2.357678443579367, 48.86520873049137]]], ""type"": ""Polygon""}";48.86515888276648, 2.357894556290664
EC188512;75008;2021-01-04;2022-04-08;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;540.36;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;268206;128908;"{""coordinates"": [[[2.3107710442188223, 48.8694586317483], [2.310656161474071, 48.86937691581309], [2.3104272110887023, 48.86946484797596], [2.310191947742581, 48.86950811783075], [2.3101848953256776, 48.869623739209494], [2.310374339437912, 48.86960024188472], [2.310522551006718, 48.86956284480708], [2.3107710442188223, 48.8694586317483]]], ""type"": ""Polygon""}";48.86950831362951, 2.3104581031216265
EC213670;75008;2021-03-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;1.11;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;357595;144555;"{""coordinates"": [[[2.30565699182773, 48.87483559535564], [2.3056568643556705, 48.8748451573075], [2.3056706584527076, 48.87484614835082], [2.305671475757013, 48.874836590400214], [2.30565699182773, 48.87483559535564]]], ""type"": ""Polygon""}";48.8748408344917, 2.305664004972099
EC217527;75005;2021-03-19;2022-12-23;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;69.68;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;371866;146933;"{""coordinates"": [[[2.3545527077899013, 48.84647496381254], [2.3546330211941453, 48.84600682008276], [2.3546950046964485, 48.846015806269094], [2.354695083625022, 48.846009432034734], [2.354628275491999, 48.845999963846985], [2.3545797441295497, 48.846297515008075], [2.354543863377112, 48.846297776508344], [2.3545154874647203, 48.846472030749084], [2.3545527077899013, 48.84647496381254]]], ""type"": ""Polygon""}";48.8463274653684, 2.354563855528567
EC218408;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;243.34;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.3141962029317797, 48.87480103578855], [2.3138378794854546, 48.87475162493002], [2.313813360352321, 48.874831172207806], [2.314173749190345, 48.87488105093172], [2.3141962029317797, 48.87480103578855]]], ""type"": ""Polygon""}";48.87481626922693, 2.3140053522970563
EC218413;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;105.8;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.314194784480314, 48.875066047849494], [2.3143099246231915, 48.8750771802536], [2.3143252820956577, 48.8749593296943], [2.314218361129327, 48.874953252813356], [2.314194784480314, 48.875066047849494]]], ""type"": ""Polygon""}";48.875014754906516, 2.3142623071658464
EC219152;75008;2021-04-01;2022-12-31;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;245.33;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;374170;147132;"{""coordinates"": [[[2.3190819204917976, 48.875259242741514], [2.319171075208406, 48.87530437504984], [2.3194264697604727, 48.87509545030833], [2.3193400891546156, 48.87504942382339], [2.3190819204917976, 48.875259242741514]]], ""type"": ""Polygon""}";48.875177300822436, 2.319254588979742
EC233313;75013;2021-08-01;2022-01-30;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;5.4;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;429450;157158;"{""coordinates"": [[[2.354066629369617, 48.83174159602499], [2.3541012629758193, 48.83173321295856], [2.3540901160933885, 48.831716008050094], [2.354057550648438, 48.83172448412582], [2.354066629369617, 48.83174159602499]]], ""type"": ""Polygon""}";48.831728878109615, 2.3540790207506244
EC278921;75007;2022-05-09;2022-07-29;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;858.33;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;624066;185065;"{""coordinates"": [[[2.314607959736515, 48.84778603122483], [2.3146881943161723, 48.8478103976813], [2.315407914312862, 48.84650475338904], [2.3153512467924395, 48.846485416579654], [2.314607959736515, 48.84778603122483]]], ""type"": ""Polygon""}";48.847182151464, 2.314993889192549
EC279547;75008;2022-04-05;2023-02-24;Opérateurs de réseau (gaz-électricité-RATP-etc);SNCF;261.85;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;627267;185484;"{""coordinates"": [[[2.324068055448111, 48.87418347877805], [2.324096113703192, 48.87425558437416], [2.324503347199373, 48.87420688246521], [2.324473991422357, 48.87412839512322], [2.324068055448111, 48.87418347877805]]], ""type"": ""Polygon""}";48.874193209897186, 2.3242881800535673
EC246596;75012;2021-11-22;2023-12-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;645.96;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;487741;165548;"{""coordinates"": [[[2.369589665563118, 48.844359387413945], [2.3696894491904485, 48.84441168121566], [2.370279553484733, 48.843947391700006], [2.3701723224360745, 48.84389383872743], [2.369589665563118, 48.844359387413945]]], ""type"": ""Polygon""}";48.844151033355985, 2.369935369686672
EC249933;75012;2021-11-08;2022-01-28;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;8.83;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;498643;167499;"{""coordinates"": [[[2.3761050022256667, 48.84899774521951], [2.376188594983148, 48.848989074223695], [2.3761908011050936, 48.84897770168896], [2.376083033694805, 48.84898852379024], [2.3761050022256667, 48.84899774521951]]], ""type"": ""Polygon""}";48.84898806924897, 2.37614143258956
EC276925;75010;2022-05-09;2022-07-12;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;459.44;Travaux sur réseau de transport public;EMPRISE_CHAUSSEE,EMPRISE_TROTTOIR;;614833;183839;"{""coordinates"": [[[[2.34938902739012, 48.883533664419595], [2.3493932358203855, 48.88352840552649], [2.349608414485988, 48.88329893706641], [2.3504943917727963, 48.882291489628834], [2.3504613452149177, 48.882284024869506], [2.349466984830318, 48.88340062302248], [2.3493492685246857, 48.88353841175739], [2.349353467858364, 48.88353388127316], [2.34934978957752, 48.88353807284384], [2.3493501373967822, 48.883537847203684], [2.3493785552239506, 48.88354289668644], [2.34938373112225, 48.88354315234371], [2.349380632132655, 48.883542452912096], [2.3493921980482053, 48.88352862741749], [2.34938902739012, 48.883533664419595]]], [[[2.34938902739012, 48.883533664419595], [2.3493879759670637, 48.883534978921745], [2.34938409031158, 48.88354201664378], [2.34938902739012, 48.883533664419595]]]], ""type"": ""MultiPolygon""}";48.88292628139597, 2.349912264096843
EC264775;75012;2022-03-14;2022-03-25;Opérateurs de réseau (gaz-électricité-RATP-etc);RATP;13.2;Travaux sur réseau de transport public;EMPRISE_TROTTOIR;;565727;176330;"{""coordinates"": [[[2.3740221299448323, 48.83756467537415], [2.374013559614341, 48.83756030458001], [2.373995148281655, 48.837542448475155], [2.373980098917322, 48.837531895714584], [2.373952581320903, 48.837554292469896], [2.3740043274425995, 48.83758234106031], [2.3740221299448323, 48.83756467537415]]], ""type"": ""Polygon""}";48.83755745238062, 2.3739881162411085
