identifiant commerce;point geo;dea_jour_fermeture;dea_numero_rue_livraison;dea_code_postal_livraison;dea_commune_livraison;dea_nom_commerce
520488;48.852471, 2.404497;;120 rue de Bagnolet;75020;Paris;Le Saint-Germain
520659;48.806631, 2.573339;;19 Av. du Général de Gaulle;94420;Le Plessis-Trévise;Tabac Le Brazza
530393;48.839047, 2.332933;;166 Bd du Montparnasse;75014;Paris;Tabac l'Observatoire
530444;48.690001, 2.317861;Dimanche;10 rue du Dr Roux;91160;Longjumeau;Librairie des Coteau
530520;48.781734, 2.358716;;92 rue Youri Gagarine;94800;Villejuif;Tabac Presse
530535;48.702005, 2.321789;Lundi;71 rue Pierre Mendes France;91380;Chilly-Mazarin;Le Cardinal
530571;48.784344, 2.381742;Dimanche;63 Av. Paul Vaillant-Couturier;94400;Vitry-sur-Seine;Le Totem
540259;48.880661, 2.377187;Dimanche;10 Bd de la Villette;75019;Paris;Le Rendez Vous
540643;48.798248, 2.192895;Dimanche;1945 Av. Roger Salengro;92370;Chaville;La Pointe Presse
510353;48.926672, 2.261993;Dimanche;8 Pl. Louis Aragon;92700;Colombes;Le Mondial
510425;48.86797, 2.27538;;178 Av. Victor Hugo;75016;Paris;Le Lamartine
510522;48.86797, 2.27538;Dimanche;174 rue de la Pompe;75016;Paris;Plum2000
510563;48.869491, 2.223011;Dimanche;39 Av. Édouard Vaillant;92150;Suresnes;Le Rond Point
510588;48.894782, 2.322923;Dimanche;192 Bd de Malesherbes;75017;Paris;Café Malesherbes
510597;48.853806, 2.293985;;8 Pl. Falguière;75015;Paris;Tabac la Place
510618;48.827616, 2.242153;;82 rue du Chateau;92100;Boulogne-Billancourt;Comptoir des Frangin
510628;48.827616, 2.242153;Dimanche;253 Bd Jean Jaurès;92100;Boulogne-Billancourt;La Civette du Pont
510647;48.853806, 2.293985;;129 rue de Vaugirard;75015;Paris;Le Falguière
520353;48.880472, 2.488725;Dimanche;2 Av. du Gal de Gaulle C.Cial R2;93110;Rosny-sous-Bois;Civette Rosny 2
520483;48.881857, 2.416383;;159 rue de Paris;93260;Les Lilas;Le Jean Bart
520503;48.967657, 2.357364;;2 Pl. du Général Leclerc;93380;Pierrefitte-sur-Seine;Bar l'Express
520531;48.962282, 2.316664;Dimanche;63 Av. Mathieu Chazotte;95170;Deuil-la-Barre;Les Mortefontaines
520567;48.88079, 2.506624;Dimanche;162 Grande Rue;93250;Villemomble;Tabac Le Sévigné
520590;48.860773, 2.385278;;128 rue de Charonne;75011;Paris;Le 1930
520634;48.842835, 2.570692;;2 All. André Malraux;93160;Noisy-le-Grand;Le Piazza
530309;48.784344, 2.381742;;124 rue Julian Grimau;94400;Vitry-sur-Seine;Le Nemrod
530361;48.852773, 2.340696;;22 rue Saint-André des Arts;75006;Paris;Tabac Saint-Michel
530422;48.816396, 2.384721;Dimanche;81 Bd de Brandebourg;94200;Ivry-sur-Seine;Tabac de la Gare
530440;48.689817, 2.329516;Dimanche;7 Pl. Lucien Boilleau;91420;Morangis;Le Marigny
530579;48.823588, 2.415928;Dimanche;1 Av. Mar. de Lattre de Tassigny;94220;Charenton-le-Pont;L' aubrac
540239;48.894782, 2.322923;Dimanche;78 Av. de la Grande Armée;75017;Paris;Le Maillot
510038;48.892534, 2.281958;Dimanche;62 rue Baudin;92300;Levallois-Perret;L'Ariel
510239;48.955869, 2.295877;;32 rue de Paris;93800;Épinay-sur-Seine;Le Bistrot de Paris
510400;48.778134, 2.236447;Dimanche;16 rue de Versailles;92140;Clamart;Tabac Le Versailles
510464;48.884769, 2.335947;;173 rue Ordener;75018;Paris;Le Vizir
510474;48.853806, 2.293985;;3 Pl. Balard;75015;Paris;Le Balard
510490;48.923104, 2.206163;;5 Av. Gabriel Péri;95870;Bezons;Tabac de la Mairie
510499;48.90196, 2.299159;Dimanche;29 Bd du Gén. Leclerc;92110;Clichy;Royal Clichy
510543;48.880008, 2.203497;Dimanche;1 rue de la Source;92000;Nanterre;Ets la Source
510555;48.873091, 2.344131;;69 rue Saint Lazare;75009;Paris;Civette Trinité
510592;48.884769, 2.335947;Dimanche;68 rue du Poteau;75018;Paris;Tabac 68
510614;48.873091, 2.344131;;105 rue du Fbg Poissonnière;75009;Paris;Les Volcans
510626;48.819445, 2.247853;;2 Rd-Pt Victor Hugo;92130;Issy-les-Moulineaux;L'Aviation
510648;48.884769, 2.335947;;3 Pl. Hébert;75018;Paris;La Rotonde Hébertine
520332;48.92996, 2.35306;;15 Chemin d'Aubervilliers;93200;Saint-Denis;La Royale
520456;48.921914, 2.539255;;69 Av. du Mar. Leclerc;93190;Livry-Gargan;Le Lonchamps
530279;48.80992, 2.335137;Dimanche;25 Av. Vladimir Ilitch Lénine;94110;Arcueil;Le Milton
530453;48.839047, 2.332933;Dimanche;37 rue Raymond Losserand;75014;Paris;Le Fontenoy
530519;48.804137, 2.460826;;11 Av. du Général Pierre Billotte;94000;Créteil;Tabac Presse
540605;48.908254, 2.251715;Dimanche;1 rue de L'Arrivée;92250;La Garenne-Colombes;Le Celtique
510232;48.827616, 2.242153;Dimanche;99 Av. Edouard Vaillant;92100;Boulogne-Billancourt;Le Royal Tabac
510233;48.892534, 2.281958;Dimanche;51 rue Aristide Briand;92300;Levallois-Perret;Le Celtique
510458;48.81057, 2.249817;;32 rue de la République;92190;Meudon;A Rabelais
510539;48.881508, 2.232296;Dimanche;65 Q. de Dion-Bouton;92800;Puteaux;Civette de Puteaux
510593;48.892534, 2.281958;Dimanche;48 rue Gabriel Péri;92300;Levallois-Perret;Le Balto
520432;48.860773, 2.385278;;9 rue des Trois Bornes;75011;Paris;L'Amicale
520482;48.921989, 2.370849;Jeudi;11 Av. Jean Jaurès;93300;Aubervilliers;Le Rallye
520643;48.818074, 2.541709;Jeudi;181 rue Diderot;94500;Champigny-sur-Marne;Tabac Bord de Marne
530103;48.852773, 2.340696;Dimanche;30 rue Notre-Dame-des-Champs;75006;Paris;Le Calumet
530338;48.813513, 2.449794;Lundi;157 bis rue Jean Jaurès;94700;Maisons-Alfort;Le Mondial
530382;48.831735, 2.367073;;136 Av. d'Italie;75013;Paris;Pourquoi Pas
530498;48.781122, 2.29044;;151 rue Houdan;92330;Sceaux;Stardust
530565;48.856246, 2.323946;;17 rue de Bourgogne;75007;Paris;Civette  l'Assemblée
530572;48.737834, 2.398297;Dimanche;14 Voie des Saules;94310;Orly;Le St-Exupéry
540123;48.772566, 2.327217;Lundi;1 Av. Henri Barbusse;94240;L'Haÿ-les-Roses;Au Petit Robinson
540142;48.773379, 2.486271;Dimanche;3 Av. du Bicentenaire;94380;Bonneuil-sur-Marne;Bonn' News
540515;48.798248, 2.192895;Dimanche;1494 Av. Roger Salengro;92370;Chaville;Le Muguet
540552;48.8491, 2.371086;Dimanche;56 rue Jacques Hillairet;75012;Paris;Tabac Montgallet
540660;48.873091, 2.344131;Dimanche;32 rue Caumartin;75009;Paris;La Bouffarde Opéra
510181;48.853806, 2.293985;Dimanche;52-56 rue de la Croix-Nivert;75015;Paris;L‘Alliance
510234;48.894782, 2.322923;Dimanche;108 Av. des Ternes;75017;Paris;Tabac des Ternes
510424;48.869491, 2.223011;Dimanche;37 Av. Jean Jaurès;92150;Suresnes;Le Calumet
510472;48.880008, 2.203497;Lundi;1 rue de Stalingrad;92000;Nanterre;Le Balto
510495;48.91352, 2.267197;Mercredi;323 Av. d'Argenteuil;92270;Bois-Colombes;Etoile
510561;48.872522, 2.373632;Dimanche;72 Bd de Strasbourg;75010;Paris;Tabac de l'Est
510564;48.894782, 2.322923;;14 rue Poncelet;75017;Paris;Civette Ponce
510666;48.926672, 2.261993;Dimanche;81 rue Gabriel Péri;92700;Colombes;Le Gala
520161;48.987779, 2.422539;;5 Av. Pierre Sémard;95400;Arnouville;Café de la Gare
520294;48.903216, 2.576477;Dimanche;43 rue Henri Barbusse;93370;Montfermeil;Tabac de la Mairie
520467;48.824282, 2.537435;;77 rue du Général de Gaulle;94350;Villiers-sur-Marne;Le Rallye
520510;48.818074, 2.541709;Dimanche;190 Bd  de Stalingrad;94500;Champigny-sur-Marne;Le Balto
520521;48.920796, 2.483518;Lundi;1 Bd de Strasbourg;93600;Aulnay-sous-Bois;Le Strasbourg
530079;48.783563, 2.523177;Dimanche;9 rte de la Libération;94430;Chennevières-sur-Marne;A l'Hirondelle
530181;48.80992, 2.335137;Dimanche;71 Av. Aristide Briand;94110;Arcueil;La Croix d'Arcueil
530447;48.823588, 2.415928;;197 rue de Paris;94220;Charenton-le-Pont;Le Mogador
530462;48.801869, 2.475841;;2 Pl. Jacques Tati;94100;Saint-Maur-des-Fossés;Le Diplomate
530484;48.849498, 2.347052;Dimanche;36 rue Gay Lussac;75005;Paris;Le Week End
530540;48.784344, 2.381742;Samedi;120 Av. Ernest Havet;94400;Vitry-sur-Seine;Le Fontenoy
530541;48.8106, 2.414328;Dimanche;17 Av. Malleret Joinville;94140;Alfortville;Tabac de la Gare
530588;48.788663, 2.282858;;110 rue Boucicaut;92260;Fontenay-aux-Roses;Fontaine aux Roses
540057;48.860773, 2.385278;Dimanche;203 rue du Faubourg Saint-Antoine;75011;Paris;Tabac Saint Antoine
540083;48.716083, 2.40649;Lundi;34 Av. François Mitterrand;91200;Athis-Mons;Le Fontenoy
540251;48.894782, 2.322923;Dimanche;30 rue des Batignolles;75017;Paris;Le Marigny
540400;48.819445, 2.247853;Dimanche;1 rue Auguste Gervais;92130;Issy-les-Moulineaux;Hall de Presse
540480;48.853806, 2.293985;Dimanche;294 - 296 rue de Vaugirard;75015;Paris;Le Brazza
540547;48.831735, 2.367073;Dimanche;32 R.Vergniaud;75013;Paris;Le Rond Point
510208;48.875598, 2.194162;Dimanche;58 Av. de Fouilleuse;92500;Rueil-Malmaison;La Tabatière
510257;48.892534, 2.281958;Dimanche;43 rue d'Alsace;92300;Levallois-Perret;Le Tabac de l'Ouest
520128;48.915483, 2.467763;Dimanche;76 rue Roger Salengro;93700;Drancy;Le Brazza
520185;48.8491, 2.371086;Dimanche;6 rue Chambertin;75012;Paris;Le Bercy
510278;48.884769, 2.335947;;55 rue Lamarck;75018;Paris;Le Lamarck
510378;48.853806, 2.293985;Dimanche;294 rue Lecourbe;75015;Paris;L'Etincelle
510444;48.884769, 2.335947;;56 rue des Abbesses;75018;Paris;Tabac le Nazir
510664;48.897048, 2.241683;Dimanche;3 rue de Colombes;92400;Courbevoie;Le Chiquito
520129;48.915483, 2.467763;Lundi;78 Av. Marceau;93700;Drancy;Le Voltigeur
520338;48.941418, 2.440288;;213 Av. Paul Vaillant-Couturier;93150;Le Blanc-Mesnil;Les Copains
520593;48.921989, 2.370849;;120 rue Hélène Cochonnec;93300;Aubervilliers;Tabac Presse
530263;48.808009, 2.281393;;1 rue de la Gare;92320;Châtillon;Café de la Mairie
530335;48.858354, 2.344695;Dimanche;26 rue de la Reynie;75001;Paris;Tabac de la Reynie
530380;48.849498, 2.347052;;4 rue de Mirbel;75005;Paris;Le Mirbel
530418;48.831735, 2.367073;Dimanche;21 rue de la Butte aux Cailles;75013;Paris;Le Longchamps
530545;48.79913, 2.319124;;2 rue de la République;92220;Bagneux;Le  Bretagne
530576;48.819501, 2.322161;;68 Av. Henri Ginoux;92120;Montrouge;Le Disque Bleu
530590;48.696195, 2.366012;;28 Grande Rue;91260;Juvisy-sur-Orge;Tabac le Balto
540276;48.872522, 2.373632;Mardi;63 rue du Fbg Saint-Denis;75010;Paris;Le Reilhac
540583;48.81049, 2.347848;Dimanche;28 rue Charles Frérot;94250;Gentilly;Librairie-Papeterie
510225;48.86797, 2.27538;Dimanche;12 Av. de Versailles;75016;Paris;Le Kennedy
510231;48.869491, 2.223011;Dimanche;2 Pl. de Stalingrad;92150;Suresnes;Tabac du Théâtre
510445;48.955869, 2.295877;Lundi;132 Av. Joffre;93800;Épinay-sur-Seine;Le Cygne d'Enghien
510514;48.897048, 2.241683;Dimanche;73 Av. de la République;92400;Courbevoie;La Baraka
510526;48.778134, 2.236447;Dimanche;21 rue du Trosy;92140;Clamart;Tabac de la Mairie
520094;48.964359, 2.882846;Dimanche;15 rue Cornillon;77100;Meaux;Le Cornillon
520376;48.860773, 2.385278;Dimanche;39 rue Saint-Ambroise;75011;Paris;Le Gallia
520412;48.8491, 2.371086;Dimanche;68 Av. Daumesnil;75012;Paris;Les Arcades
520440;48.917975, 2.362521;;171 Av. du Pdt Wilson;93210;La Plaine-Saint-Denis;La Mont Joie
530400;48.813513, 2.449794;Dimanche;61 Av. du Gén. de Gaulle;94700;Maisons-Alfort;Le Chiquito
530522;48.819501, 2.322161;Dimanche;79/81 Av. Pierre Brosselette;92120;Montrouge;Café de l' Europe
530550;48.772566, 2.327217;;81 Av. du Général de Gaulle;94240;L'Haÿ-les-Roses;Tabac Presse
530563;48.839047, 2.332933;;7 Pl. du 25 Août 1944;75014;Paris;La Rotonde
530583;48.804137, 2.460826;;115 rue Chéret;94000;Créteil;Le Royal Bleuet
540283;48.921989, 2.370849;Dimanche;167 Av. Victor Hugo;93300;Aubervilliers;Galaxie Millionnaire
540314;48.915483, 2.467763;Dimanche;60 rue St-Stenay - CCial Avenir;93700;Drancy;Presse Avenir
540331;48.928676, 2.527589;Dimanche;CCial Beausevran - Rte Petits Ponts;93270;Sevran;Le Totem
540424;48.86797, 2.27538;Dimanche;6 Chaussée de la Muette;75016;Paris;Tabac de la Muette
540459;48.790711, 2.221407;Lundi;18 All.  Marcel Simon;92360;Meudon-la-Forêt;La Camargue
510070;48.880008, 2.203497;Dimanche;11 Esplanade Charles de Gaulle;92000;Nanterre;La Civette Du Parc
510128;48.881508, 2.232296;Dimanche;Ccial Les 4 Temps 2 Parvis de la Déf;92800;Puteaux;Tabac des 4 Temps
510173;48.86797, 2.27538;Dimanche;108 Av. Mozart;75016;Paris;Le Mozart
510235;48.873091, 2.344131;Dimanche;42 rue Lafayette;75009;Paris;Le Vizir
510381;48.877615, 2.312373;Dimanche;91 rue du Rocher;75008;Paris;Tabac du Rocher
510504;48.86797, 2.27538;;51 rue de la Tour;75016;Paris;Tabac de la Tour
510554;48.877615, 2.312373;Dimanche;23 de Rome;75008;Paris;La boite à cigare
520165;48.999638, 2.374782;Dimanche;14 R.de Toulouse Ccl Les Flanades;95200;Sarcelles;Les Volutes
520307;48.82007, 2.465875;;52 Av. du Général Galliéni;94340;Joinville-le-Pont;Le Rocher Fleuri
520375;48.850335, 2.446414;Dimanche;18 Av. de Paris;94300;Vincennes;Le Drapeau
520439;48.872522, 2.373632;Dimanche;47 rue de la Grange aux belles;75010;Paris;Le Lutétia
520469;48.855626, 2.357026;;44 rue de Rivoli;75004;Paris;Le Tabac de Rivoli
520478;48.921989, 2.370849;;98 rue Sadi Carnot;93300;Aubervilliers;Le Pont de Stains
520600;48.93221, 2.405656;;130 Av. Paul Vaillant Couturier;93120;La Courneuve;Le Vaillant
520620;48.915368, 2.551732;;17 All. Anatole France;93390;Clichy-sous-Bois;La Perle
520632;48.999638, 2.374782;;4 rue Raymond Radiguet;95200;Sarcelles;Tabac de la Place
530056;48.781734, 2.358716;Dimanche;60 Av. de Paris;94800;Villejuif;7ème Avenue
530062;48.781734, 2.358716;Dimanche;63 rue du Moulin de Saquet;94800;Villejuif;Tabac - Presse
530142;48.831735, 2.367073;Dimanche;25 Bd Auguste Blanqui;75013;Paris;Le Celtique
530201;48.849498, 2.347052;Dimanche;62 Bd du Port Royal;75005;Paris;Café Lilou
530307;48.77925, 2.27773;Dimanche;1 Pl. Voltaire;92290;Châtenay-Malabry;Le Voltaire
530553;48.689817, 2.329516;;88 Av. Aristide Briand;91420;Morangis;Le Longchamps
540238;48.884769, 2.335947;Dimanche;2 rue Frédéric Schneider Hall 1;75018;Paris;Tabac Point Presse
540349;48.852773, 2.340696;Dimanche;110 rue d'Assas;75006;Paris;Les Facultés
540562;48.8491, 2.371086;Dimanche;1 Pl. Lachambeaudie;75012;Paris;La Terrasse
510256;48.935661, 2.329171;;13 rue Henri Barbusse;92390;Villeneuve-la-Garenne;La Rotonde
510406;48.853806, 2.293985;Dimanche;44 rue du Dr  Roux;75015;Paris;Au Jean Bart
510567;48.926672, 2.261993;;5 rue du Bournard;92700;Colombes;Le  Village
510667;48.869491, 2.223011;Dimanche;116 Bd du Mal  Lattre de Tassigny;92150;Suresnes;Mag Presse
520379;48.881093, 2.431978;Dimanche;8 Route de Montreuil;93230;Romainville;Le Brazza
520397;48.893158, 2.412544;;36 Av. du Cimetière Parisien;93500;Pantin;Le Paris-Lille
520525;48.88079, 2.506624;;7 Pl. de la Gare;93250;Villemomble;Tabac de La Gare
520561;48.818074, 2.541709;Mardi;123 rue du Monument;94500;Champigny-sur-Marne;Tabac du Fort
520577;48.953432, 2.419177;;1 Pl. Gabriel Péri;93440;Dugny;Tabac Le Flash
520616;48.872522, 2.373632;;217 rue Saint Maur;75010;Paris;Le St Maur
520624;48.962282, 2.316664;;23 R.de la Gare;95170;Deuil-la-Barre;Le Celtique
520646;48.941418, 2.440288;Dimanche;138 Av. Pasteur;93150;Le Blanc-Mesnil;Le Pasteur
530247;48.765389, 2.365802;;4 rue Henri Crette;94550;Chevilly-Larue;Le Marigny
530284;48.80992, 2.335137;Dimanche;123 Av. Aristide Briand;94110;Arcueil;Le Brazza
530479;48.856246, 2.323946;;45 rue vaneau;75007;Paris;Tabac des Ministères
530491;48.808009, 2.281393;;4 rue Jean-Pierre Timbaud;92320;Châtillon;Civette du Centre
530529;48.804137, 2.460826;Dimanche;1 rue de Mesly;94000;Créteil;Maison de la presse
540668;48.849498, 2.347052;Dimanche;21 rue Jean de Beauvais;75005;Paris;Collège de France
510004;48.904633, 2.338298;Dimanche;2 Av. Michelet;93400;Saint-Ouen;Le Boyard
510431;48.81057, 2.249817;Dimanche;19 rue Banes;92190;Meudon;Café de la Gare
510435;48.897048, 2.241683;;11 Av. de la Liberté;92400;Courbevoie;Tabac Becon
510440;48.880008, 2.203497;Dimanche;5 Pl. de la Boule;92000;Nanterre;Tabac de la Boule
510459;48.877055, 2.249204;;197 Av. Charles de Gaulle;92200;Neuilly-sur-Seine;Le Madrilène
510481;48.844596, 2.219476;Dimanche;140 bd de la République;92210;Saint-Cloud;Le Beau Site
510493;48.827616, 2.242153;Dimanche;97 Route de la Reine;92100;Boulogne-Billancourt;Le Marigny
510569;48.923104, 2.206163;;41 rue de Sartrouville;95870;Bezons;Mag Presse
510640;48.915494, 2.298299;Dimanche;11 Bis rue Mozart;92230;Gennevilliers;Le Mozart
520344;48.851236, 2.450921;Dimanche;1 CCial du Val de Fontenay;94120;Fontenay-sous-Bois;Ambiance J
520417;48.967657, 2.357364;Dimanche;52 Bd  Pasteur;93380;Pierrefitte-sur-Seine;Le Diplomate
520434;48.93221, 2.405656;;52 Av. Paul Vaillant Couturier;93120;La Courneuve;Tabac des 4 Routes
520594;48.961565, 2.341559;Dimanche;10 Route de Saint Leu;93430;Villetaneuse;Le New Rallye
520597;48.852471, 2.404497;;66 rue de Belleville;75020;Paris;Le Baccara
520623;48.915483, 2.467763;Lundi;229 Av. Jean Jaurès;93700;Drancy;Le Balto
530197;48.831735, 2.367073;Dimanche;12 Bd  Vincent Auriol;75013;Paris;Tabac Anaïs
530251;48.852773, 2.340696;;64 rue de Seine;75006;Paris;Tabac St-Germain
530405;48.784344, 2.381742;Lundi;131 Bd Stalingrad;94400;Vitry-sur-Seine;Papeterie - Presse
530475;48.781734, 2.358716;;9 rue Verollot;94800;Villejuif;Le Bergerac
530549;48.784344, 2.381742;Dimanche;2 rue Audigeois;94400;Vitry-sur-Seine;Le Tabariot
510157;48.778134, 2.236447;Dimanche;72 rue Paul Vaillant-Couturier;92140;Clamart;Le Narval
510199;48.880008, 2.203497;Dimanche;36 rue Henri Barbusse;92000;Nanterre;Le Fontenoy
510259;48.77766, 2.268352;Lundi;5 rue du Tour de L'Étang;92350;Le Plessis-Robinson;Le Celtique
510389;48.875598, 2.194162;Dimanche;191 Av. Napoléon Bonaparte;92500;Rueil-Malmaison;Presse'tige
510470;48.86797, 2.27538;;188 Av. de Versailles;75016;Paris;Le Havane
510483;48.853806, 2.293985;Dimanche;158 Rd-Pt St-Charles;75015;Paris;Civette St-Charles
510524;48.884769, 2.335947;;156 Av. de Saint Ouen;75018;Paris;Le Nouveau Siècle
510620;48.86797, 2.27538;;112 rue Lauriston;75016;Paris;Le Drugstore
520009;48.852471, 2.404497;Dimanche;82 Bd de Belleville;75020;Paris;Tabac d'Eden
520487;48.982847, 2.453323;Dimanche;1 Av. Georges Pompidou;95500;Gonesse;Presse Grande Vallée
520506;48.872522, 2.373632;;4 Bd  de Denain;75010;Paris;La Cave à Cigares
520513;48.780426, 2.603817;Lundi;/ Av.de la République C.Cial2000;77340;Pontault-Combault;Tabac Peng
520541;48.869408, 2.552452;Dimanche;10 Pl. du Chamoine Héroux;93330;Neuilly-sur-Marne;Civette de la Mairie
530183;48.831735, 2.367073;Dimanche;242 rue de Tolbiac;75013;Paris;L'Ariel
530205;48.804137, 2.460826;Dimanche;107 Av. du Gén. de Gaulle;94000;Créteil;La Civette
530289;48.716083, 2.40649;;105 Av. du 18 avril;91200;Athis-Mons;Le Mozart
530334;48.866625, 2.351731;Dimanche;17 Bd Montmartre;75002;Paris;La Tabatière
530370;48.839047, 2.332933;Dimanche;47 rue Boulard;75014;Paris;Le Flash
530560;48.804137, 2.460826;Dimanche;12 All. du Commerce;94000;Créteil;Halle de Presse
530567;48.804452, 2.351878;Dimanche;16Ter Bd Chasteney de Géry;94270;Le Kremlin-Bicêtre;Le Bicêtre
530580;48.813513, 2.449794;Dimanche;22 Cours des Julliottes;94700;Maisons-Alfort;Tabac des Julliottes
540024;48.850335, 2.446414;Dimanche;64 Bd de la Libération;94300;Vincennes;Le Berry
540346;48.915483, 2.467763;Dimanche;95 Av. Henri Barbusse;93700;Drancy;Maison De La Presse
540661;48.860773, 2.385278;Dimanche;32 bd Richard-Lenoir;75011;Paris;Habanos
510170;48.81057, 2.249817;Dimanche;13 Pl. de Stalingrad;92190;Meudon;Les Tilleuls
510192;48.81057, 2.249817;Dimanche;17BIS rue Marcel Allegot;92190;Meudon;Seventeen
510288;48.873091, 2.344131;;20 rue des Martyrs;75009;Paris;L'Ariel
510456;48.869491, 2.223011;Dimanche;4 Pl. du général Leclerc;92150;Suresnes;Civette Saint-Claude
510535;48.873091, 2.344131;;5 rue Godot de Mauroy;75009;Paris;Le Cigarium
510562;48.778134, 2.236447;;175 Av. Victor Hugo;92140;Clamart;Le Victor Hugo
510577;48.908254, 2.251715;Dimanche;12 Rd-Pt du Souvenir Français;92250;La Garenne-Colombes;Hotel de Ville Café
510587;48.923104, 2.206163;Dimanche;29 rue Victor Hugo;95870;Bezons;Le Victor Hugo
510604;48.894782, 2.322923;;204 rue de Coucelles;75017;Paris;Le Celtique
510613;48.873091, 2.344131;;14 rue d' Amsterdam;75009;Paris;Tabac la Caravelle
510646;48.894782, 2.322923;;42 rue Pierre Demours;75017;Paris;Tabac le Niel
510658;48.926672, 2.261993;;34 Bd Edgar Quinet;92700;Colombes;L'Euphrate
520285;48.941418, 2.440288;Dimanche;110 Av. du 8 mai 1945;93150;Le Blanc-Mesnil;Café du Musée
520450;48.92996, 2.35306;Dimanche;44 rue Henri Barbusse;93200;Saint-Denis;Tabac la Mutualité
520480;48.872522, 2.373632;;129 rue du Faubourg du Temple;75010;Paris;Le Jean Bart
520589;48.893158, 2.412544;Lundi;70 Av. Jean Jaurès;93500;Pantin;Le Royal 4 Chemins
530377;48.816396, 2.384721;;96 Av. de Verdun;94200;Ivry-sur-Seine;Les Sports
530432;48.784344, 2.381742;Mercredi;73 Av. Rouget de l'Isle;94400;Vitry-sur-Seine;Café Milan
530476;48.772566, 2.327217;Dimanche;9 rue de Chevilly;94240;L'Haÿ-les-Roses;Le Royal
530489;48.804137, 2.460826;Dimanche;27 rue Falkirk;94000;Créteil;Totem
530500;48.856246, 2.323946;Dimanche;206 rue de Grenelle;75007;Paris;Tabac de Grenelle
530564;48.816396, 2.384721;Jeudi;34 Av. de Verdun;94200;Ivry-sur-Seine;Le Longchamps
530586;48.852773, 2.340696;;111 rue de Rennes;75006;Paris;Civette Rennes
540009;48.881093, 2.431978;Dimanche;160 rue de la République;93230;Romainville;Tabac - Presse
540317;48.901601, 2.519572;Lundi;134 Av. de la Résistance;93340;Le Raincy;Le Fontenoy
540640;48.8106, 2.414328;Mercredi;108 rue Etienne Dolet;94140;Alfortville;Le Bergerac
510322;48.873091, 2.344131;Dimanche;38 rue de Rochechouart;75009;Paris;Le Dunhill
510352;48.853806, 2.293985;Dimanche;380 rue de Vaugirard;75015;Paris;Le Lutèce
510413;48.853806, 2.293985;Lundi;70 rue des Entrepreneurs;75015;Paris;Tabac Le Village
510502;48.877055, 2.249204;Dimanche;221 Av. Charles de Gaulle;92200;Neuilly-sur-Seine;Le Celtique
510506;48.819205, 2.287589;Mercredi;24 rue de la République;92170;Vanves;Le Maryland
510578;48.778134, 2.236447;Dimanche;1 rue Paul Vaillant Couturier;92140;Clamart;La Civette
510606;48.960601, 2.274468;;15 Av. du Chateau;95100;Argenteuil;Presse du Chateau
510629;48.819205, 2.287589;;22 Av. Jacques Jezequel;92170;Vanves;Tabac de la Gare
520438;48.872522, 2.373632;;21 rue Philippe de Girard;75010;Paris;La Rame
520509;48.860773, 2.385278;Dimanche;64 Bd  Voltaire;75011;Paris;Café Tabac Le Flach
520516;48.852471, 2.404497;Dimanche;1 Sq. de la Gascogne;75020;Paris;Tabac La Gascogne
520573;48.860773, 2.385278;Dimanche;164 rue de la Roquette;75011;Paris;Royale Civette
520585;48.869408, 2.552452;;70 rue du 11 Novembre;93330;Neuilly-sur-Marne;Lib. du Val de Marne
520618;48.852471, 2.404497;;235 rue des Pyrénées;75020;Paris;Le Narval
530229;48.79913, 2.319124;Dimanche;43 Av. Henri Barbusse;92220;Bagneux;Tabac - Presse
530272;48.839047, 2.332933;Dimanche;165 Av. du Maine;75014;Paris;Tabac de la Mairie
530397;48.804452, 2.351878;Dimanche;81 Av. de Fontainebleau;94270;Le Kremlin-Bicêtre;Le Jean Bart
530406;48.737834, 2.398297;Lundi;73 Av. Adrien Raynal;94310;Orly;Le Fer à Cheval
530424;48.813513, 2.449794;Mercredi;230 Av. de la République;94700;Maisons-Alfort;Le Condorcet
530505;48.779411, 2.318471;Dimanche;102 Av. du Général Leclerc;92340;Bourg-la-Reine;Café des 2 Gares
530531;48.693889, 2.34886;Dimanche;1 rue Henri Ouzilleau Ccial;91600;Savigny-sur-Orge;Tabac Grand Vaux
540217;48.897048, 2.241683;Dimanche;17 Av. Léonard de Vinci;92400;Courbevoie;Tabac Le Vinci
540528;48.858354, 2.344695;Dimanche;43 rue des Petits-Champs;75001;Paris;Tabac des Petits C
540611;48.784344, 2.381742;Dimanche;106 Av. Anatole France;94400;Vitry-sur-Seine;Victoria
540618;48.908254, 2.251715;Dimanche;6 Pl. de la Gare des Vallées;92250;La Garenne-Colombes;Le Cyrano
540625;48.854294, 2.438276;Dimanche;100 Av. Pasteur;93100;Montreuil;Le Villiers
510016;48.90196, 2.299159;Lundi;64 rue de Neuilly;92110;Clichy;Tabac du Marché
510405;48.91352, 2.267197;Samedi;31BIS rue des Bourguignons;92270;Bois-Colombes;Le Louis XV
510507;48.894782, 2.322923;;56 rue Berzélius;75017;Paris;Le Carolène
520535;48.880661, 2.377187;Jeudi;98 rue d'Aubervilliers;75019;Paris;Angkor
520566;48.921989, 2.370849;Dimanche;20 rue du Moutier;93300;Aubervilliers;Tabac de la Mairie
520575;48.852471, 2.404497;;2 Bd  Davout;75020;Paris;Tabac Au Bon Coin
520640;48.999638, 2.374782;Dimanche;4 Pl. de la Libération;95200;Sarcelles;La Tabatière
