Réseau,Station,Trafic,Ville,Arrondissement pour Paris,Year,ArRGeopoint
Métro,basilique de saint-denis,4894705,Saint Denis,,2018,"48.93807719224966, 2.360822424342695"
Métro,basilique de saint-denis,4894705,Saint Denis,,2018,"48.93677479825201, 2.359431626687363"
Métro,basilique de saint-denis,4894705,Saint Denis,,2018,"48.93803186704863, 2.3607547281052024"
Métro,basilique de saint-denis,4894705,Saint Denis,,2018,"48.93678306531069, 2.359295840812681"
Métro,robespierre,4702422,Montreuil,,2018,"48.65304988999668, 2.3477285644502244"
Métro,robespierre,4702422,Montreuil,,2018,"48.8014789913728, 2.3348989559300715"
Métro,robespierre,4702422,Montreuil,,2018,"48.855907165830196, 2.4228750989410344"
Métro,robespierre,4702422,Montreuil,,2018,"48.82127830160513, 2.270754263203156"
Métro,robespierre,4702422,Montreuil,,2018,"48.85568988800435, 2.4225776680132993"
Métro,robespierre,4702422,Montreuil,,2018,"48.96058714525249, 2.2280488323255314"
Métro,robespierre,4702422,Montreuil,,2018,"48.652958979034494, 2.347553206491879"
Métro,robespierre,4702422,Montreuil,,2018,"48.958390341941254, 2.3102503059905235"
Métro,robespierre,4702422,Montreuil,,2018,"48.95830002890696, 2.31018322386905"
Métro,robespierre,4702422,Montreuil,,2018,"48.85567380853665, 2.4229730864963517"
Métro,robespierre,4702422,Montreuil,,2018,"48.82135273749181, 2.2711618287512785"
Métro,robespierre,4702422,Montreuil,,2018,"48.85575461388138, 2.422944933632472"
Métro,robespierre,4702422,Montreuil,,2018,"48.8554845616795, 2.4228934087262"
Métro,volontaires,2342480,Paris,15.0,2018,"48.841528243120585, 2.307913706360056"
Métro,volontaires,2342480,Paris,15.0,2018,"48.84141172840128, 2.307983380576851"
Métro,buzenval,2071421,Paris,20.0,2018,"48.85244549757224, 2.4010811506559264"
Métro,buzenval,2071421,Paris,20.0,2018,"48.85183370163806, 2.4010336704408797"
Métro,buzenval,2071421,Paris,20.0,2018,"48.9164471145667, 2.1789667802486847"
Métro,buzenval,2071421,Paris,20.0,2018,"48.85176243981859, 2.401170769368413"
Métro,buzenval,2071421,Paris,20.0,2018,"48.91624769565908, 2.178737957860779"
Métro,buzenval,2071421,Paris,20.0,2018,"48.85176243981859, 2.401170769368413"
Métro,buzenval,2071421,Paris,20.0,2018,"48.85188316554214, 2.4019325506312295"
Métro,buzenval,2071421,Paris,20.0,2018,"48.85199074081348, 2.4018631757553073"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.847325703557324, 2.409629496177442"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.84688470866043, 2.409566358514211"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.84697880527891, 2.4104101489381002"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.847424626912186, 2.4096283755134"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.84700773107495, 2.4108049967015"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.84698349755903, 2.4095379858241412"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.84700773107495, 2.4108049967015"
Métro,porte de vincennes,7164764,Paris,12.0,2018,"48.84722141577095, 2.4103665238018355"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.87652516193547, 2.441025833674121"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.806867453673604, 2.512331331757931"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.876510166648416, 2.4416668116335334"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.961026906542976, 2.315254667116857"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.96112581864418, 2.3152533644688336"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.856199097327455, 2.3945914186721278"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.998249148984875, 2.1446278405300174"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.740574483414406, 2.446791878606999"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.85624467842371, 2.3947127337554783"
Métro,alexandre dumas,3668682,Paris,11.0,2018,"48.99799394485323, 2.145411046472254"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.86776569230521, 2.470701481516096"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.98577573518421, 1.707543882792754"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.88853900118254, 2.2882778490679763"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.915249577614276, 2.495761068654889"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.8755461955584, 2.431751478185821"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.90226218882744, 2.440722191504558"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.91481488962603, 2.495042128337001"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.62057203293327, 2.3116627494363082"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.62029983889311, 2.311259293039337"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.875861914882485, 2.4319525472858956"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.66252219041218, 2.5598305542888045"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.90199158232226, 2.440547764795812"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.9853813113456, 1.707663008405602"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.93220478472422, 2.272488896019549"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.888493381658336, 2.288168006806735"
Métro,louise michel,3807962,Levallois-Perret,,2018,"48.932319559606285, 2.2706582888474154"
Métro,felix faure,1865477,Paris,15.0,2018,"48.914862859257134, 2.2543928430989535"
Métro,avron,2038056,Paris,11.0,2018,"48.84983538212575, 2.498424528360631"
Métro,avron,2038056,Paris,11.0,2018,"48.851616458045946, 2.3980666384995173"
Métro,avron,2038056,Paris,11.0,2018,"48.85145419141166, 2.398884824315576"
Métro,avron,2038056,Paris,11.0,2018,"48.85099479565374, 2.3987402181244075"
Métro,avron,2038056,Paris,11.0,2018,"48.85164854358347, 2.398187556659397"
Métro,avron,2038056,Paris,11.0,2018,"48.84986681244222, 2.4994871604688216"
RER,nogent-sur-marne,2784913,Nogent-sur-Marne,,2018,"48.83422419617078, 2.4716278683033877"
RER,nogent-sur-marne,2784913,Nogent-sur-Marne,,2018,"48.83421574452363, 2.471750563726395"
RER,bussy-saint-georges,3235459,Bussy-Saint-Georges,,2018,"48.8366686139062, 2.7104697051622946"
RER,bussy-saint-georges,3235459,Bussy-Saint-Georges,,2018,"48.83675848104217, 2.710441958478446"
RER,bussy-saint-georges,3235459,Bussy-Saint-Georges,,2018,"48.836695174916706, 2.7102965361196127"
RER,lognes,1655254,Lognes,,2018,"48.83922624887297, 2.633082365443447"
RER,lognes,1655254,Lognes,,2018,"48.83928428285672, 2.632944349732162"
RER,lognes,1655254,Lognes,,2018,"48.83927129870922, 2.633109297252498"
Métro,madeleine,7088856,Paris,8.0,2018,"48.86944717453188, 2.3257560900134955"
Métro,madeleine,7088856,Paris,8.0,2018,"48.87473201184876, 2.4864187392314463"
Métro,madeleine,7088856,Paris,8.0,2018,"48.971539683168174, 3.149210853530313"
Métro,madeleine,7088856,Paris,8.0,2018,"48.87012878195103, 2.325420077894981"
Métro,madeleine,7088856,Paris,8.0,2018,"48.88869658251612, 2.6070954432694307"
Métro,madeleine,7088856,Paris,8.0,2018,"48.870032940890326, 2.3251699290341925"
Métro,madeleine,7088856,Paris,8.0,2018,"48.8884888520094, 2.6068242633401466"
Métro,madeleine,7088856,Paris,8.0,2018,"48.86964623636387, 2.3259702743206723"
Métro,madeleine,7088856,Paris,8.0,2018,"48.870054688004274, 2.3250393170397556"
Métro,madeleine,7088856,Paris,8.0,2018,"48.869565616104076, 2.326027211772999"
Métro,madeleine,7088856,Paris,8.0,2018,"48.8706304842145, 2.3258757399808627"
Métro,madeleine,7088856,Paris,8.0,2018,"48.87054467670262, 2.3258100487932776"
Métro,madeleine,7088856,Paris,8.0,2018,"48.971405054217655, 3.1490055824766015"
Métro,madeleine,7088856,Paris,8.0,2018,"48.87023591833241, 2.3236873095735042"
Métro,madeleine,7088856,Paris,8.0,2018,"48.869568989530904, 2.3234369465230325"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.8339745453648, 2.2441878473206525"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83375083977742, 2.24436819647842"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83439075479542, 2.2431600370392695"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.8997482120094, 2.496361349537897"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.833221753616854, 2.243190633169257"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83380810723381, 2.24346821405889"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.787420645242236, 2.1792713311746703"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83359298217602, 2.2435830486180524"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83417109949538, 2.2439806431610854"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83400155640619, 2.2427706043391527"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.78746896770691, 2.179104510368381"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.833117025950436, 2.2436962172062027"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.83427938991209, 2.242616708218617"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.89964012783585, 2.496321473993515"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.935553546671436, 2.488957752396105"
Métro,marcel sembat,5958354,Boulogne Billancourt,,2018,"48.93552557994481, 2.488725980260794"
Métro,franklin d. roosevelt,10705337,Paris,8.0,2018,"48.868724887984925, 2.3094881923371124"
Métro,franklin d. roosevelt,10705337,Paris,8.0,2018,"48.86925069417462, 2.3094343257515817"
Métro,franklin d. roosevelt,10705337,Paris,8.0,2018,"48.8686624261661, 2.30957354201935"
Métro,franklin d. roosevelt,10705337,Paris,8.0,2018,"48.86916482562125, 2.3093596665196277"
Métro,corentin celton,3715160,Issy Les Moulineaux,,2018,"48.82682329514539, 2.2789586605256362"
Métro,corentin celton,3715160,Issy Les Moulineaux,,2018,"48.82682329514539, 2.2789586605256362"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.97223743495185, 2.3756191967715323"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.66960124714322, 2.364470690805206"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.88129083791998, 2.2719047622591284"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.87883529516319, 2.2703710375811634"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.48112984799054, 2.54855073425856"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.97136450217818, 2.3754930880638194"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"49.052514696164906, 2.688170509310968"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.939668714553356, 2.872544131661903"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.939497493397845, 2.8722032864418323"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.79754893793561, 2.2820997178190936"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.797310857903504, 2.2813950700959276"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.87892920843785, 2.271024215233102"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.481379932149935, 2.5480749759532695"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.95391417848019, 1.9205212145466128"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"49.052433701664896, 2.688143635193716"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.88129083791998, 2.2719047622591284"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"49.05546524059233, 2.1368027826206455"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.55835713637603, 3.2871661695443017"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.6333747303464, 2.804581432630462"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.70351497803088, 2.0141789345939793"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.66941243748799, 2.364486565694185"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.55833047712499, 3.2870305096911707"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.703390862449396, 2.01439871512039"
Métro,les sablons,6396994,Neuilly Sur Seine,,2018,"48.63323072258536, 2.80452768742734"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.832418696097406, 2.397878267185334"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.83201585562957, 2.398250736408752"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.83197191775354, 2.3984555857550416"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.831278965629906, 2.398368223530578"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.83344922286575, 2.402511872850073"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.83153049975983, 2.3983108297889704"
Métro,porte de charenton,2262053,Paris,12.0,2018,"48.83361041467999, 2.4023729755418683"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.833316452707656, 2.3347652105401497"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83376555946663, 2.3314353770039427"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.93408163188673, 2.350279422235923"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.99236206429173, 1.7086783446907232"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83431320631593, 2.3328724454976864"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83392232304625, 2.332128160437611"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.833164523592345, 2.3333230890287493"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83394869367855, 2.3320188352163864"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.8332875402039, 2.332803832439272"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83424986731516, 2.3328037762898246"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83339310069805, 2.332380159882351"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.833975444645546, 2.3319776221387283"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.99228246971484, 1.7088033192704921"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83320888148891, 2.333213535933837"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.83319935677663, 2.3331182952180756"
Métro,denfert-rochereau,4401791,Paris,14.0,2018,"48.934152015855034, 2.3499919009189925"
Métro,rue de la pompe,3241496,Paris,16.0,2018,"48.93853278266829, 1.8628345076047943"
Métro,rue de la pompe,3241496,Paris,16.0,2018,"48.86403732936142, 2.2779160632893976"
Métro,rue de la pompe,3241496,Paris,16.0,2018,"48.93869502001139, 1.862871916062224"
Métro,rue de la pompe,3241496,Paris,16.0,2018,"48.86395170886628, 2.277885897959056"
Métro,rue des boulets,2654910,Paris,11.0,2018,"48.85191290070928, 2.3900076861502657"
Métro,rue des boulets,2654910,Paris,11.0,2018,"48.85236862326589, 2.389429968854563"
Métro,rue des boulets,2654910,Paris,11.0,2018,"48.852001162690826, 2.389679579550694"
Métro,rue des boulets,2654910,Paris,11.0,2018,"48.852214073318265, 2.3891047050322425"
RER,champigny,3597213,Saint-Maur des Fossés,,2018,"48.80680592476511, 2.5104801171188185"
RER,champigny,3597213,Saint-Maur des Fossés,,2018,"48.806887144439955, 2.5105474354393014"
Métro,telegraphe,2425536,Paris,20.0,2018,"48.875517869861575, 2.398348051145877"
Métro,villiers,6237308,Paris,17.0,2018,"48.64551062616783, 2.2908101863119112"
Métro,villiers,6237308,Paris,17.0,2018,"48.88158362366562, 2.317008345964289"
Métro,villiers,6237308,Paris,17.0,2018,"48.89589215468123, 2.2727508201410394"
Métro,villiers,6237308,Paris,17.0,2018,"48.881306447034355, 2.315716577244038"
Métro,villiers,6237308,Paris,17.0,2018,"48.88107318306202, 2.3158150926463774"
Métro,villiers,6237308,Paris,17.0,2018,"48.88121227336478, 2.3157614492393392"
Métro,villiers,6237308,Paris,17.0,2018,"48.88115398074681, 2.3157901685080926"
Métro,villiers,6237308,Paris,17.0,2018,"48.88195276739552, 2.3139354044302025"
Métro,villiers,6237308,Paris,17.0,2018,"48.896109051415955, 2.2729251073829113"
Métro,villiers,6237308,Paris,17.0,2018,"48.881270124541075, 2.3172306305930572"
RER,massy-palaiseau,9496594,Massy,,2018,"48.72531894731064, 2.257682951596856"
RER,massy-palaiseau,9496594,Massy,,2018,"48.725695965454484, 2.2590085742235004"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.81976866805424, 2.363934374386753"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.81971514341001, 2.3640167452454044"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.82004868898059, 2.364162494080002"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.81946912320747, 2.365109313129635"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.8195056022126, 2.365204206144544"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.820125121643756, 2.3650059871986535"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.82013208921864, 2.36462454900074"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.820055929134405, 2.3646785940494577"
Métro,porte de choisy,2943551,Paris,13.0,2018,"48.8198700270786, 2.366085049523905"
RER,parc de sceaux,613248,Antony,,2018,"48.769885381618195, 2.309994431722374"
RER,parc de sceaux,613248,Antony,,2018,"48.77838909051428, 2.3029672849882807"
RER,parc de sceaux,613248,Antony,,2018,"48.769552376312525, 2.309956653435713"
RER,parc de sceaux,613248,Antony,,2018,"48.769569891830265, 2.3098747819817276"
RER,parc de sceaux,613248,Antony,,2018,"48.77799168105732, 2.304224607617893"
Métro,jussieu,4684325,Paris,5.0,2018,"48.952758851698206, 2.5501238193350155"
Métro,jussieu,4684325,Paris,5.0,2018,"48.84619789162331, 2.3549316718232256"
Métro,jussieu,4684325,Paris,5.0,2018,"48.837864174887464, 2.782316174826859"
Métro,jussieu,4684325,Paris,5.0,2018,"48.84628789501741, 2.3549441843757575"
Métro,jussieu,4684325,Paris,5.0,2018,"48.953215765890086, 2.5496692715356493"
Métro,jussieu,4684325,Paris,5.0,2018,"48.845963339024394, 2.354798309820857"
Métro,jussieu,4684325,Paris,5.0,2018,"48.845963339024394, 2.354798309820857"
Métro,jussieu,4684325,Paris,5.0,2018,"48.953296696289904, 2.549668570698506"
Métro,jussieu,4684325,Paris,5.0,2018,"48.84623209991187, 2.354604210061024"
Métro,jussieu,4684325,Paris,5.0,2018,"48.846374737962186, 2.3543707907988507"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.89831539491402, 2.3289014012951754"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.897610253555065, 2.329851656712603"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.89749783731388, 2.32904834074465"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.89750667703666, 2.329020946709953"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.8980570560333, 2.329341217867605"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.89771656107233, 2.329563845985402"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.897457532822145, 2.3298809026875693"
Métro,porte de saint-ouen,3764392,Paris,17.0,2018,"48.897036847617564, 2.3286314440047486"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83682319639629, 2.372908917388368"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83685995427681, 2.3730583405049197"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83739018911451, 2.3729838415517555"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83700262952552, 2.372825013717543"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83700876684034, 2.3739966176436194"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83675953050947, 2.3727734423752653"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.837074270595885, 2.3727662489481713"
Métro,quai de la gare,3252321,Paris,13.0,2018,"48.83726112568973, 2.3740991745736877"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.81489406431587, 3.081871152171228"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.70762059460638, 2.4281142447657436"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.70739313400269, 2.4275731220285666"
Métro,victor hugo,4005276,Paris,16.0,2018,"49.00618998865339, 2.396178601118307"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.77230893937563, 2.1641704957369683"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.873936446074, 2.222216165741097"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.826270562173214, 2.574548343175602"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82173769896959, 2.3040767016363324"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82783293845216, 2.273400580803842"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.79965823848332, 2.062043052817993"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.606307246036216, 2.5058981167476175"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.73253771142402, 2.421124598436941"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.8583196264264, 2.421471779983696"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.89198001261808, 2.253738550520889"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.97606255455964, 1.8091564542156504"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.70475074343007, 2.2967332737036266"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.72102108542658, 2.097386545184861"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.680001704032286, 2.609655302087613"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.886623198185404, 2.063504165681302"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.68035168829133, 2.609408193976477"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.8217206637169, 2.3042403721959"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.95002490749732, 1.9180621892194938"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82668168454269, 2.5738230629824392"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.73953802302496, 2.722947579678828"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.69768096399675, 2.5242609623661556"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82319810287022, 2.307762025128275"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.925737721403195, 2.1751352959860473"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.92751443009383, 2.2229847705363412"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.92760603302134, 2.2232427166485222"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.85907409689951, 2.47387011609901"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.85888176404676, 2.506842386067075"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.7604512871267, 2.398313843503696"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.77197485140983, 2.1639853408291563"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.68450267943484, 2.143920165311449"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.73972778173738, 2.723327329289227"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.81364706662591, 2.0442234371921075"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.843501856300556, 2.128268254233246"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.90191898432958, 2.56124404217972"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.95015066662038, 1.9180459181305443"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.7788079474185, 2.5193435104133406"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.83921363795559, 2.246359988601569"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.869926082396994, 2.2858287659129792"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.91043206788401, 2.1520607637795224"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.8926072784991, 2.2533749487254555"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.89260516837826, 2.2544797288219756"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.608205524822914, 2.3073896525693445"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.66667887075116, 2.545727128737636"
Métro,victor hugo,4005276,Paris,16.0,2018,"49.00367366939613, 2.2613873850627675"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.86985457159127, 2.285902000622064"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.860791253118954, 2.4400496995462686"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82749928478661, 2.2732553909694424"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.7606766096334, 2.3984064759450288"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.68461129037369, 2.1440134806162447"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.67984795268588, 2.6093983738691318"
Métro,victor hugo,4005276,Paris,16.0,2018,"49.00601317852404, 2.396782068104305"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.68040658917578, 2.609693028805029"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.799999118927204, 2.061928002958936"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.902511852653994, 2.5610617110717415"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.902070910537, 2.560983583269848"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.88728065264374, 2.279376159875158"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.60615275490745, 2.505519784395845"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.732600669073896, 2.421123900709817"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.99635071262212, 2.196522561967333"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.99619943097501, 2.1954179410994312"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.88608455671156, 2.7172178369421154"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.9023679695207, 2.5610629242971124"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.60797765586935, 2.3068772095213843"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.77943119754741, 2.5177727403409387"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.721358629158516, 2.096823340541075"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.85887331310924, 2.4732042858396883"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82755630464878, 2.2737586041017104"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.86003947575409, 2.438912851208357"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.69774484508412, 2.524491371475614"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.646483343938634, 2.329878383914754"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.646502096255766, 2.330013889880116"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.92253706235563, 2.2636172372350543"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.92093601641429, 2.263571662954802"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.81924608429981, 2.411159556102057"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.81900353451704, 2.4112167727914993"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.88770325945631, 2.277870179300985"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.97631155323204, 1.8097791916920123"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.82800923972981, 2.2728123794873256"
Métro,victor hugo,4005276,Paris,16.0,2018,"48.8277397211767, 2.274341790067469"
