Code INSEE;Commune;Population municipale;Année
95008;Aincourt;953;2012
95392;Mériel;4765;2012
95456;Noisy-sur-Oise;688;2012
75108;Paris 8ème arrondissement;39175;2013
77009;Arville;121;2013
77054;La Brosse-Montceaux;769;2013
77067;Cesson;9568;2013
77085;Chanteloup-en-Brie;2956;2013
77111;Chessy;4679;2013
77114;Chevry-Cossigny;3964;2013
77132;Coupvray;2594;2013
77143;Crégy-lès-Meaux;4711;2013
77150;Cuisy;424;2013
77206;Giremoutiers;147;2013
77214;Gressy;883;2013
77232;Isles-lès-Villenoy;919;2013
77238;Jouarre;4190;2013
77267;La Madeleine-sur-Loing;344;2013
77294;Mitry-Mory;19267;2013
77306;Montereau-sur-le-Jard;542;2013
77312;Montigny-sur-Loing;2741;2013
77376;Précy-sur-Marne;811;2013
77385;Rebais;2202;2013
77397;Saâcy-sur-Marne;1793;2013
77420;Saint-Mard;3841;2013
77452;Sigy;52;2013
77476;Trocy-en-Multien;247;2013
77487;Vaux-le-Pénil;10764;2013
78020;Arnouville-lès-Mantes;900;2013
78172;Conflans-Sainte-Honorine;35213;2013
78188;Cravent;436;2013
78217;Épône;6462;2013
78231;Favrieux;150;2013
78305;Herbeville;260;2013
78350;Louveciennes;7054;2013
78361;Mantes-la-Jolie;45052;2013
78403;Mézy-sur-Seine;2004;2013
78404;Millemont;243;2013
78413;Mondreville;406;2013
78455;Noisy-le-Roi;7684;2013
78597;Soindres;649;2013
91274;Gometz-la-Ville;1421;2013
91377;Massy;45902;2013
91457;La Norville;4107;2013
91540;Saint-Chéron;4849;2013
91544;Saint-Cyr-la-Rivière;496;2013
91549;Sainte-Geneviève-des-Bois;35868;2013
91587;Saulx-les-Chartreux;5182;2013
91635;Vauhallan;1943;2013
92050;Nanterre;92227;2013
93014;Clichy-sous-Bois;30725;2013
93062;Le Raincy;14261;2013
93070;Saint-Ouen;47534;2013
93071;Sevran;49465;2013
94043;Le Kremlin-Bicêtre;25863;2013
94056;Périgny;2487;2013
95127;Cergy;61708;2013
95370;Marines;3433;2013
95429;Montreuil-sur-Epte;436;2013
95452;Nointel;819;2013
95580;Saint-Witz;2497;2013
75104;Paris 4ème arrondissement;27769;2012
77048;Bourron-Marlotte;2647;2012
77052;Bréau;340;2012
77073;Chalautre-la-Petite;594;2012
77083;Champs-sur-Marne;24663;2012
77134;Courchamp;153;2012
77209;Gouvernes;1108;2012
77216;Grez-sur-Loing;1420;2012
77253;Lissy;198;2012
77289;Melz-sur-Seine;367;2012
77310;Montigny-le-Guesdier;299;2012
77440;Sammeron;1073;2012
77466;Tigeaux;376;2012
77475;Trilport;4898;2012
78077;La Boissière-École;753;2012
78096;Bourdonné;510;2012
78220;Les Essarts-le-Roi;6513;2012
78391;Méricourt;381;2012
78404;Millemont;246;2012
78440;Les Mureaux;30760;2012
78475;Osmoy;371;2012
78506;Prunay-en-Yvelines;810;2012
78646;Versailles;85424;2012
75111;Paris 11e  Arrondissement;151542;2014
77024;Bassevelle;339;2014
77043;Boitron;384;2014
77062;Carnetin;453;2014
77119;Clos-Fontaine;273;2014
77273;Marchémoret;557;2014
77277;Marles-en-Brie;1530;2014
77289;Melz-sur-Seine;365;2014
77294;Mitry-Mory;19675;2014
77323;Moussy-le-Vieux;1157;2014
77335;Chauconin-Neufmontiers;2990;2014
77409;Saint-Germain-Laval;2813;2014
77411;Saint-Germain-sous-Doue;505;2014
77421;Saint-Mars-Vieux-Maisons;276;2014
77429;Saint-Ouen-sur-Morin;549;2014
77444;Sancy-lès-Provins;336;2014
77474;Trilbardou;685;2014
77483;Varreddes;1904;2014
77485;Le Vaudoué;763;2014
77520;Villiers-sous-Grez;745;2014
77530;Voulton;306;2014
78073;Bois-d'Arcy;14081;2014
78123;Carrières-sous-Poissy;15343;2014
78230;La Falaise;579;2014
78245;Fontenay-Mauvoisin;395;2014
78317;Jambville;843;2014
78650;Le Vésinet;15929;2014
91047;Baulne;1304;2014
91136;Champlan;2694;2014
91399;Mespuits;204;2014
91495;Plessis-Saint-Benoist;316;2014
91521;Ris-Orangis;27304;2014
91689;Wissous;7661;2014
92025;Colombes;84392;2014
92048;Meudon;45507;2014
92071;Sceaux;19520;2014
92075;Vanves;27783;2014
94047;Mandres-les-Roses;4455;2014
95018;Argenteuil;108865;2014
95287;Grisy-les-Plâtres;632;2014
95331;Lassy;174;2014
95611;Theuville;24;2014
75101;PARIS- 1ER_ARRONDISSEMENT;22793;1975
77007;ARGENTIERES;242;1975
77069;CHAILLY-EN-BIERE;1315;1975
77072;CHALAUTRE-LA-GRANDE;377;1975
77130;COULOMMES;278;1975
77169;EMERAINVILLE;743;1975
77190;FONTAINS;139;1975
77206;GIREMOUTIERS;106;1975
77256;LIZINES;97;1975
77294;MITRY-MORY;13741;1975
77307;MONTEVRAIN;1091;1975
77352;OZOUER-COURQUETAINE;1139;1975
77385;REBAIS;1448;1975
77444;SANCY-LES-PROVINS;168;1975
77462;THIEUX;366;1975
77484;VAUCOURTOIS;100;1975
77505;VILLEMAREUIL;166;1975
77521;VILLIERS-SUR-MORIN;830;1975
78043;BAILLY;1885;1975
78068;BLARU;512;1975
78120;BULLION;1303;1975
78368;MAREIL-SUR-MAULDRE;425;1975
78565;SAINT-MARTIN-DES-CHAMPS;229;1975
78668;LA VILLENEUVE-EN-CHEVRIE;357;1975
91179;LE COUDRAY-MONTCEAUX;969;1975
91226;ETRECHY;5244;1975
91248;LA FORET-SAINTE-CROIX;106;1975
91421;MONTGERON;23786;1975
91458;NOZAY;1820;1975
91514;QUINCY-SOUS-SENART;6705;1975
91657;VIGNEUX-SUR-SEINE;26550;1975
91691;YERRES;23162;1975
92007;BAGNEUX;40674;1975
92020;CHATILLON;26574;1975
92050;NANTERRE;95032;1975
93064;ROSNY-SOUS-BOIS;35784;1975
94015;BRY-SUR-MARNE;12270;1975
94059;LE PLESSIS-TREVISE;12991;1975
95169;COMMENY;227;1975
95254;FREMECOURT;244;1975
95282;GOUZANGREZ;150;1975
95436;MOURS;426;1975
95487;PERSAN;9347;1975
95566;SAINT-MARTIN-DU-TERTRE;1414;1975
95610;THEMERICOURT;188;1975
95641;VEMARS;844;1975
95690;WY-DIT-JOLI-VILLAGE;158;1975
77033;Bezalles;229;2010
77043;Boitron;393;2010
77049;Boutigny;875;2010
77095;Charny;1220;2010
77131;Coulommiers;14544;2010
77149;Cucharmoy;242;2010
77155;Dampmart;3158;2010
77170;Épisy;514;2010
77212;Gravon;142;2010
77270;Maisoncelles-en-Brie;852;2010
77288;Melun;39589;2010
77292;Messy;1089;2010
77303;Montdauphin;231;2010
77318;Mortcerf;1467;2010
77338;Noisy-Rudignon;586;2010
77378;Pringy;2498;2010
77415;Saint-Jean-les-Deux-Jumeaux;1107;2010
77418;Saint-Loup-de-Naud;894;2010
77424;Saint-Martin-du-Boschet;302;2010
77456;Soisy-Bouy;805;2010
77465;Thoury-Férottes;668;2010
77471;Tousson;367;2010
77473;Treuzy-Levelay;460;2010
77520;Villiers-sous-Grez;750;2010
78007;Aigremont;1099;2010
78034;Auteuil;858;2010
78076;Boissets;272;2010
78196;Davron;340;2010
78230;La Falaise;618;2010
78262;Galluis;1142;2010
78289;Grosrouvre;933;2010
78513;La Queue-les-Yvelines;2161;2010
78522;Rochefort-en-Yvelines;960;2010
78536;Sailly;379;2010
91145;Chatignonville;56;2010
91175;Corbreuse;1703;2010
91201;Draveil;28491;2010
91222;Estouches;207;2010
91228;Évry;52135;2010
91330;Lardy;5528;2010
91421;Montgeron;22880;2010
91435;Morsang-sur-Seine;510;2010
91494;Le Plessis-Pâté;4036;2010
91645;Verrières-le-Buisson;15418;2010
93001;Aubervilliers;76087;2010
93031;Épinay-sur-Seine;54518;2010
94053;Noiseau;4669;2010
95046;Banthelu;124;2010
95058;Bernes-sur-Oise;2378;2010
95144;Châtenay-en-France;69;2010
95253;Frémainville;490;2010
95492;Le Plessis-Gassot;73;2010
95555;Saint-Gratien;20156;2010
95612;Le Thillay;4118;2010
78267;Gargenville;6811;2011
78344;Lommoye;647;2011
78346;Longnes;1455;2011
78349;Longvilliers;510;2011
78366;Mareil-le-Guyon;385;2011
78490;Plaisir;31074;2011
78501;Porcheville;3071;2011
78647;Vert;797;2011
91038;Auvers-Saint-Georges;1237;2011
91069;Boigneville;408;2011
91095;Bouray-sur-Juine;1990;2011
91174;Corbeil-Essonnes;44223;2011
91247;La Forêt-le-Roi;485;2011
91272;Gif-sur-Yvette;20622;2011
91508;Puiselet-le-Marais;276;2011
91599;Soisy-sur-École;1346;2011
91631;Varennes-Jarcy;2360;2011
91679;Villiers-le-Bâcle;1231;2011
92048;Meudon;45010;2011
92071;Sceaux;19930;2011
93008;Bobigny;47224;2011
94073;Thiais;29229;2011
95169;Commeny;384;2011
95280;Goussainville;31129;2011
95287;Grisy-les-Plâtres;617;2011
95295;Guiry-en-Vexin;159;2011
95438;Moussy;145;2011
95580;Saint-Witz;2603;2011
77021;Barbey;195;2011
77036;Boisdon;97;2011
77086;La Chapelle-Gauthier;1491;2011
77104;Châtres;593;2011
77119;Clos-Fontaine;265;2011
77192;Fontenay-Trésigny;5218;2011
77273;Marchémoret;548;2011
77309;Monthyon;1644;2011
77313;Montmachoux;233;2011
77325;Mouy-sur-Seine;360;2011
77390;Roissy-en-Brie;22436;2011
77392;Rouvres;623;2011
77446;Savins;621;2011
77491;Veneux-les-Sablons;4820;2011
77496;Vieux-Champagne;179;2011
75117;PARIS-17E__ARRONDISSEMENT;169513;1982
77011;AUFFERVILLE;372;1982
77020;BANNOST-VILLEGAGNON;382;1982
77021;BARBEY;125;1982
77026;BEAUCHERY-SAINT-MARTIN;305;1982
77048;BOURRON-MARLOTTE;2325;1982
77067;CESSON;7522;1982
77141;COUTEVROULT;396;1982
77167;EGLIGNY;199;1982
77205;GESVRES-LE-CHAPITRE;73;1982
77279;MAROLLES-SUR-SEINE;919;1982
77284;MEAUX;45005;1982
77317;MORMANT;3122;1982
77342;OBSONVILLE;76;1982
77347;LES ORMES-SUR-VOULZIE;688;1982
77370;POLIGNY;674;1982
77432;SAINT-REMY-LA-VANNE;619;1982
77450;SERVON;1526;1982
77526;VINCY-MANOEUVRE;131;1982
78117;BUC;4820;1982
78118;BUCHELAY;1043;1982
91045;BALLANCOURT-SUR-ESSONNE;5549;1982
91079;BOISSY-LA-RIVIERE;353;1982
91086;BONDOUFLE;8120;1982
91105;BREUILLET;7176;1982
91180;COURANCES;311;1982
91222;ESTOUCHES;179;1982
91226;ETRECHY;5600;1982
91338;LIMOURS;4774;1982
91345;LONGJUMEAU;18370;1982
91441;NAINVILLE-LES-ROCHES;300;1982
91540;SAINT-CHERON;3550;1982
91589;SAVIGNY-SUR-ORGE;32502;1982
91599;SOISY-SUR-ECOLE;1054;1982
92026;COURBEVOIE;59830;1982
92036;GENNEVILLIERS;45396;1982
92063;RUEIL-MALMAISON;63412;1982
93001;AUBERVILLIERS;67719;1982
93013;LE BOURGET;11021;1982
93048;MONTREUIL;93368;1982
94015;BRY-SUR-MARNE;12168;1982
94038;L'HAY-LES-ROSES;29568;1982
94060;LA QUEUE-EN-BRIE;9722;1982
94069;SAINT-MAURICE;9420;1982
95306;HERBLAY;19647;1982
95430;MONTSOULT;3175;1982
95582;SANNOIS;21665;1982
95584;SANTEUIL;442;1982
78264;GAMBAISEUIL;31;1982
78265;GARANCIERES;1392;1982
78267;GARGENVILLE;5532;1982
78291;GUERVILLE;1644;1982
78349;LONGVILLIERS;331;1982
78367;MAREIL-MARLY;3054;1982
78455;NOISY-LE-ROI;5572;1982
77057;BUSSIERES;262;1968
77083;CHAMPS SUR MARNE;4446;1968
77117;CITRY;428;1968
77177;FAVIERES;595;1968
77198;FROMONT;168;1968
77206;GIREMOUTIERS;98;1968
77272;MAISON ROUGE;423;1968
77289;MELZ SUR SEINE;214;1968
77312;MONTIGNY SUR LOING;1889;1968
77356;PASSY SUR SEINE;31;1968
77435;SAINT SAUVEUR SUR ECOLE;289;1968
77517;VILLEVAUDE;897;1968
77523;VILLUIS;209;1968
78124;CARRIERES SUR SEINE;11713;1968
78125;LA CELLE LES BORDES;365;1968
78261;GAILLON;358;1968
78327;JUZIERS;1895;1968
91027;ATHIS MONS;27640;1968
91386;MENNECY;3867;1968
91617;TIGERY;472;1968
91685;VILLIERS SUR ORGE;2012;1968
92014;BOURG LA REINE;18711;1968
92063;RUEIL MALMAISON;60804;1968
93015;COUBRON;2179;1968
94042;JOINVILLE LE PONT;17467;1968
94052;NOGENT SUR MARNE;26238;1968
94067;SAINT MANDE;23044;1968
95306;HERBLAY;12264;1968
95370;MARINES;2021;1968
95429;MONTREUIL SUR EPTE;231;1968
95430;MONTSOULT;1777;1968
95489;PISCOP;497;1968
78517;RAMBOUILLET;14499;1968
78605;TACOIGNIERES;345;1968
78608;LE TERTRE SAINT DENIS;53;1968
91035;AUTHON-LA-PLAINE;345;2006
91037;AUVERNAUX;310;2006
91067;BLANDY;125;2006
91103;BRETIGNY-SUR-ORGE;22753;2006
91136;CHAMPLAN;2439;2006
91319;JANVRY;626;2006
91412;MONDEVILLE;657;2006
91508;PUISELET-LE-MARAIS;289;2006
92044;LEVALLOIS-PERRET;62851;2006
93061;LE PRE-SAINT-GERVAIS;17240;2006
94054;ORLY;21197;2006
94060;LA QUEUE-EN-BRIE;11388;2006
95024;ARTHIES;281;2006
95101;BRAY-ET-LU;911;2006
95120;BUTRY-SUR-OISE;1987;2006
95205;ECOUEN;7347;2006
95280;GOUSSAINVILLE;30142;2006
95438;MOUSSY;147;2006
77034;BLANDY;749;2006
77077;CHAMBRY;870;2006
77083;CHAMPS-SUR-MARNE;24499;2006
77085;CHANTELOUP-EN-BRIE;1860;2006
77121;COLLEGIEN;3191;2006
77124;CONCHES-SUR-GONDOIRE;1722;2006
77143;CREGY-LES-MEAUX;4260;2006
77169;EMERAINVILLE;6981;2006
77236;JAULNES;322;2006
77247;LESCHEROLLES;462;2006
77260;LONGUEVILLE;1634;2006
77264;LUMIGNY-NESLES-ORMEAUX;1494;2006
77291;LE MESNIL-AMELOT;682;2006
77304;MONTENILS;38;2006
77341;NOYEN-SUR-SEINE;358;2006
77365;LE PLESSIS-FEU-AUSSOUX;504;2006
77441;SAMOIS-SUR-SEINE;2021;2006
77453;SIVRY-COURTRY;992;2006
77465;THOURY-FEROTTES;600;2006
77470;TOURNAN-EN-BRIE;8348;2006
77505;VILLEMAREUIL;370;2006
77508;VILLENEUVE-LE-COMTE;1755;2006
77512;VILLENEUVE-SUR-BELLOT;1135;2006
78009;ALLAINVILLE;305;2006
78089;BONNIERES-SUR-SEINE;4049;2006
78236;FLEXANVILLE;571;2006
78297;GUYANCOURT;28219;2006
78334;LEVIS-SAINT-NOM;1729;2006
78423;MONTIGNY-LE-BRETONNEUX;33968;2006
78644;LA VERRIERE;6057;2006
77041;BOISSY-AUX-CAILLES;280;1990
77075;CHALIFERT;831;1990
77159;DONNEMARIE-DONTILLY;2295;1990
77172;ESMANS;953;1990
77178;FAY-LES-NEMOURS;373;1990
77192;FONTENAY-TRESIGNY;4518;1990
77194;FORGES;286;1990
77319;MORTERY;149;1990
77463;THOMERY;3025;1990
77504;VILLEMARECHAL;644;1990
77534;YEBLES;553;1990
78108;LES BREVIAIRES;903;1990
78117;BUC;5434;1990
78138;CHANTELOUP-LES-VIGNES;10175;1990
78140;CHAPET;1103;1990
78147;CHAUFOUR-LES-BONNIERES;376;1990
78417;MONTCHAUVET;236;1990
78420;MONTFORT-L'AMAURY;2651;1990
78442;NEAUPHLE-LE-CHATEAU;2499;1990
91001;ABBEVILLE-LA-RIVIERE;233;1990
91204;ECHARCON;564;1990
91376;MAROLLES-EN-HUREPOIX;4126;1990
91495;PLESSIS-SAINT-BENOIST;259;1990
91511;PUSSAY;1494;1990
91560;SAINT-JEAN-DE-BEAUREGARD;265;1990
91629;VALPUISEAUX;542;1990
91635;VAUHALLAN;1795;1990
92020;CHATILLON;26411;1990
93031;EPINAY-SUR-SEINE;48762;1990
93032;GAGNY;36059;1990
93047;MONTFERMEIL;25556;1990
93078;VILLEPINTE;30303;1990
94044;LIMEIL-BREVANNES;16070;1990
94046;MAISONS-ALFORT;53375;1990
95063;BEZONS;25680;1990
95298;HARAVILLIERS;414;1990
95306;HERBLAY;22135;1990
95426;MONTLIGNON;2505;1990
95483;LE PERCHAY;334;1990
95541;SAINT-CLAIR-SUR-EPTE;782;1990
95543;SAINT-CYR-EN-ARTHIES;194;1990
95690;WY-DIT-JOLI-VILLAGE;262;1990
75108;PARIS 8E  ARRONDISSEMENT;39314;1999
77005;ANNET-SUR-MARNE;2482;1999
77018;BAILLY-ROMAINVILLIERS;3393;1999
77037;BOIS-LE-ROI;5292;1999
77086;LA CHAPELLE-GAUTHIER;1269;1999
77119;CLOS-FONTAINE;270;1999
77133;COURCELLES-EN-BASSEE;204;1999
77134;COURCHAMP;163;1999
77187;FONTAINE-FOURCHES;509;1999
77196;FRESNES-SUR-MARNE;441;1999
77225;LA HAUTE-MAISON;220;1999
77228;HONDEVILLIERS;215;1999
77281;MAUPERTHUIS;429;1999
77285;LE MEE-SUR-SEINE;21217;1999
77302;MONTCOURT-FROMONVILLE;2231;1999
77374;PONTCARRE;1816;1999
77376;PRECY-SUR-MARNE;480;1999
77406;SAINT-DENIS-LES-REBAIS;780;1999
77410;SAINT-GERMAIN-LAXIS;514;1999
78031;AUFFREVILLE-BRASSEUIL;586;1999
78036;AUTOUILLET;348;1999
78143;CHATEAUFORT;1453;1999
78165;LES CLAYES-SOUS-BOIS;17059;1999
78262;GALLUIS;1034;1999
78302;LA HAUTEVILLE;159;1999
78344;LOMMOYE;525;1999
78404;MILLEMONT;206;1999
78413;MONDREVILLE;348;1999
78490;PLAISIR;31045;1999
78551;SAINT-GERMAIN-EN-LAYE;38423;1999
78565;SAINT-MARTIN-DES-CHAMPS;305;1999
78638;VAUX-SUR-SEINE;4369;1999
78686;VIROFLAY;15211;1999
91097;BOUSSY-SAINT-ANTOINE;6352;1999
91161;CHILLY-MAZARIN;17737;1999
91191;CROSNE;8154;1999
91225;ETIOLLES;2548;1999
91228;EVRY;49437;1999
91457;LA NORVILLE;3944;1999
91471;ORSAY;16236;1999
91540;SAINT-CHERON;4444;1999
92007;BAGNEUX;37252;1999
93048;MONTREUIL;90674;1999
93074;VAUJOURS;5570;1999
95012;AMENUCOURT;173;1999
95254;FREMECOURT;464;1999
95298;HARAVILLIERS;460;1999
95394;MERY-SUR-OISE;8929;1999
95483;LE PERCHAY;476;1999
95487;PERSAN;9600;1999
95509;PUISEUX-EN-FRANCE;2929;1999
77005;Annet-sur-Marne;3209;2012
77149;Cucharmoy;231;2012
77154;Dammartin-sur-Tigeaux;935;2012
77163;Douy-la-Ramée;312;2012
77178;Faÿ-lès-Nemours;482;2012
77268;Magny-le-Hongre;7148;2012
77272;Maison-Rouge;892;2012
77283;May-en-Multien;901;2012
77304;Montenils;32;2012
77337;Noisiel;15625;2012
77353;Paley;444;2012
77354;Pamfou;937;2012
77369;Poincy;701;2012
77397;Saâcy-sur-Marne;1766;2012
77416;Saint-Just-en-Brie;234;2012
77441;Samois-sur-Seine;2098;2012
77524;Vimpelles;508;2012
77527;Voinsles;593;2012
78015;Andrésy;11991;2012
78073;Bois-d'Arcy;13813;2012
78264;Gambaiseuil;71;2012
78307;Hermeray;953;2012
78481;Le Pecq;16350;2012
78516;Raizeux;882;2012
78653;Vicq;347;2012
78289;Grosrouvre;949;2011
78503;Port-Villez;244;2011
78562;Saint-Léger-en-Yvelines;1491;2011
78609;Tessancourt-sur-Aubette;947;2011
78677;Villette;515;2011
91109;Brières-les-Scellés;1070;2011
91115;Bruyères-le-Châtel;3389;2011
91186;Courson-Monteloup;601;2011
91226;Étréchy;6318;2011
91232;La Ferté-Alais;3994;2011
91494;Le Plessis-Pâté;4158;2011
91552;Saint-Germain-lès-Arpajon;9324;2011
93001;Aubervilliers;75598;2011
93055;Pantin;53797;2011
95008;Aincourt;967;2011
95308;Hérouville;607;2011
95309;Hodent;241;2011
95355;Magny-en-Vexin;5858;2011
95424;Montigny-lès-Cormeilles;19442;2011
95500;Pontoise;29885;2011
95504;Presles;3745;2011
95610;Théméricourt;268;2011
95678;Villiers-Adam;828;2011
77008;Armentières-en-Brie;1399;2011
77163;Douy-la-Ramée;301;2011
77269;Maincy;1691;2011
77295;Moisenay;1238;2011
77302;Montcourt-Fromonville;2073;2011
77315;Montry;3343;2011
77344;Oissery;2124;2011
77357;Pécy;819;2011
77360;Pézarches;395;2011
77428;Saint-Ouen-en-Brie;860;2011
77431;Saint-Pierre-lès-Nemours;5575;2011
77468;Torcy;22866;2011
77477;Ury;790;2011
77478;Ussy-sur-Marne;997;2011
77510;Villeneuve-Saint-Denis;728;2011
77516;Ville-Saint-Jacques;718;2011
77520;Villiers-sous-Grez;750;2011
78107;Bréval;1942;2011
78126;La Celle-Saint-Cloud;21181;2011
78194;Dannemarie;243;2011
91095;Bouray-sur-Juine;1931;2009
91225;Étiolles;3095;2009
91345;Longjumeau;21276;2009
91399;Mespuits;181;2009
91434;Morsang-sur-Orge;20875;2009
91458;Nozay;4696;2009
91544;Saint-Cyr-la-Rivière;498;2009
91645;Verrières-le-Buisson;15543;2009
92012;Boulogne-Billancourt;113085;2009
93005;Aulnay-sous-Bois;82525;2009
93055;Pantin;52161;2009
93073;Tremblay-en-France;35036;2009
93078;Villepinte;35740;2009
94056;Périgny;2270;2009
95060;Bessancourt;7217;2009
95078;Boissy-l'Aillerie;1780;2009
95151;Chauvry;299;2009
95218;Éragny;16729;2009
95301;Haute-Isle;326;2009
95387;Menouville;86;2009
95452;Nointel;731;2009
95483;Le Perchay;539;2009
95574;Saint-Prix;7374;2009
95592;Seraincourt;1344;2009
91377;Massy;43524;2012
91405;Milly-la-Forêt;4788;2012
91468;Ormoy;1929;2012
91514;Quincy-sous-Sénart;8303;2012
93064;Rosny-sous-Bois;42080;2012
95078;Boissy-l'Aillerie;1794;2012
95150;Chaussy;615;2012
95183;Courdimanche;6572;2012
95259;Gadancourt;87;2012
95298;Haravilliers;552;2012
95436;Mours;1328;2012
75102;Paris 2ème arrondissement;21741;2013
77001;Achères-la-Forêt;1201;2013
77002;Amillis;813;2013
77007;Argentières;393;2013
77038;Boissettes;442;2013
77053;Brie-Comte-Robert;16529;2013
77086;La Chapelle-Gauthier;1474;2013
77097;Chartronges;295;2013
77120;Cocherel;631;2013
77210;La Grande-Paroisse;2696;2013
77231;Isles-les-Meldeuses;798;2013
77300;Montceaux-lès-Meaux;601;2013
77309;Monthyon;1684;2013
77383;Rampillon;806;2013
77434;Saint-Sauveur-lès-Bray;350;2013
77445;Savigny-le-Temple;30068;2013
77455;Soignolles-en-Brie;2055;2013
77459;Sourdun;1465;2013
77472;La Trétoire;454;2013
77484;Vaucourtois;221;2013
77522;Villiers-sur-Seine;301;2013
77523;Villuis;268;2013
78096;Bourdonné;518;2013
78236;Flexanville;585;2013
78310;Houdan;3423;2013
78320;Jeufosse;424;2013
78321;Jouars-Pontchartrain;5283;2013
78557;Saint-Hilarion;894;2013
78601;Sonchamp;1607;2013
78638;Vaux-sur-Seine;4749;2013
91207;Égly;5494;2013
91272;Gif-sur-Yvette;20631;2013
91376;Marolles-en-Hurepoix;5081;2013
92032;Fontenay-aux-Roses;22378;2013
92044;Levallois-Perret;65264;2013
92060;Le Plessis-Robinson;28500;2013
94033;Fontenay-sous-Bois;53124;2013
94058;Le Perreux-sur-Marne;33480;2013
95014;Andilly;2557;2013
95102;Bréançon;365;2013
95139;La Chapelle-en-Vexin;331;2013
95229;Ézanville;9438;2013
95241;Fontenay-en-Parisis;1921;2013
95270;Genainville;546;2013
95355;Magny-en-Vexin;5668;2013
95395;Le Mesnil-Aubry;917;2013
95450;Neuville-sur-Oise;2013;2013
95459;Nucourt;731;2013
95491;Le Plessis-Bouchard;8040;2013
95527;Roissy-en-France;2833;2013
95535;Sagy;1150;2013
95539;Saint-Brice-sous-Forêt;14393;2013
95566;Saint-Martin-du-Tertre;2688;2013
95594;Seugy;1015;2013
95652;Viarmes;5269;2013
95678;Villiers-Adam;843;2013
95680;Villiers-le-Bel;27312;2013
75116;Paris 16e  Arrondissement;165745;2014
77059;Bussy-Saint-Martin;708;2014
77063;La Celle-sur-Morin;1306;2014
77066;Cerneux;318;2014
77073;Chalautre-la-Petite;602;2014
77080;Champcenest;197;2014
77082;Champeaux;821;2014
77095;Charny;1246;2014
77098;Châteaubleau;354;2014
77114;Chevry-Cossigny;3995;2014
77185;Fleury-en-Bière;660;2014
77201;Gastins;711;2014
77214;Gressy;883;2014
77237;Jossigny;661;2014
77254;Liverdy-en-Brie;1316;2014
77360;Pézarches;417;2014
77363;Le Pin;1422;2014
77380;Puisieux;317;2014
77413;Saint-Germain-sur-Morin;3558;2014
77448;Sept-Sorts;452;2014
77463;Thomery;3493;2014
77521;Villiers-sur-Morin;1922;2014
78070;Boinville-en-Mantois;315;2014
78208;Élancourt;25958;2014
78224;L' Étang-la-Ville;4743;2014
78231;Favrieux;148;2014
78238;Flins-sur-Seine;2312;2014
78321;Jouars-Pontchartrain;5278;2014
78416;Montalet-le-Bois;333;2014
78531;Rosny-sur-Seine;5842;2014
78646;Versailles;85461;2014
91129;Cerny;3354;2014
91148;Chauffour-lès-Étréchy;143;2014
91599;Soisy-sur-École;1334;2014
91619;Torfou;262;2014
92024;Clichy;59783;2014
92050;Nanterre;93509;2014
95091;Bouffémont;6177;2014
95197;Deuil-la-Barre;21963;2014
95205;Écouen;7230;2014
95212;Épiais-lès-Louvres;116;2014
95280;Goussainville;31442;2014
95328;Labbeville;606;2014
95422;Montgeroult;408;2014
95527;Roissy-en-France;2854;2014
95554;Saint-Gervais;954;2014
95627;Vallangoujard;636;2014
95656;Vienne-en-Arthies;440;2014
77025;BAZOCHES-LES-BRAY;514;1975
77035;BLENNES;279;1975
77046;BOULANCOURT;165;1975
77062;CARNETIN;311;1975
77065;CELY;556;1975
77115;CHEVRY-EN-SEREINE;305;1975
77198;FROMONT;145;1975
77207;GIRONVILLE;152;1975
77265;LUZANCY;554;1975
77272;MAISON-ROUGE;426;1975
77286;MEIGNEUX;132;1975
77337;NOISIEL;3571;1975
77419;SAINT-MAMMES;2949;1975
78049;BAZEMONT;945;1975
78140;CHAPET;769;1975
78231;FAVRIEUX;100;1975
78297;GUYANCOURT;3448;1975
78320;JEUFOSSE;267;1975
78381;MAULETTE;510;1975
78497;POIGNY-LA-FORET;526;1975
78501;PORCHEVILLE;2456;1975
78650;LE VESINET;17986;1975
91135;CHAMPCUEIL;2205;1975
91240;FONTAINE-LA-RIVIERE;85;1975
91286;GRIGNY;25653;1975
91477;PALAISEAU;28716;1975
91507;PRUNAY-SUR-ESSONNE;198;1975
92046;MALAKOFF;34121;1975
93049;NEUILLY-PLAISANCE;18185;1975
93062;LE RAINCY;13767;1975
95166;CLERY-EN-VEXIN;229;1975
95277;GONESSE;21390;1975
95395;LE MESNIL-AUBRY;477;1975
95582;SANNOIS;18578;1975
77025;BAZOCHES LES BRAY;507;1968
77030;BELLOT;531;1968
77036;BOISDON;82;1968
77042;BOISSY LE CHATEL;1284;1968
77055;BROU SUR CHANTEREINE;3269;1968
77056;BURCY;158;1968
77063;LA CELLE SUR MORIN;513;1968
77076;CHALMAISON;364;1968
77203;GERMIGNY L'EVEQUE;232;1968
77214;GRESSY;100;1968
77222;GUIGNES;1514;1968
77231;ISLES LES MELDEUSES;432;1968
77255;LIVRY SUR SEINE;795;1968
77340;NONVILLE;265;1968
77389;LA ROCHETTE;2877;1968
77448;SEPT SORTS;204;1968
77450;SERVON;1174;1968
77457;SOLERS;401;1968
77485;LE VAUDOUE;295;1968
77528;VOISENON;433;1968
77534;YEBLES;259;1968
