stop_point_id;accessibility_level_id;accessibility_level_name;commentaire;stop_name;stop_point_geopoint
stop_point:IDFM:monomodalStopPlace:43092;1;gare ou arrêt non accessible;;Boigneville;48.341208632507616, 2.378618440416535
stop_point:IDFM:monomodalStopPlace:46801;1;gare ou arrêt non accessible;;Boissy-l'Aillerie;49.07572135804642, 2.025386064104548
stop_point:IDFM:monomodalStopPlace:43096;3;train accessible sur réservation préalable auprès du service AssistenGare;;Bondy;48.893965864676495, 2.4795800358385867
stop_point:IDFM:monomodalStopPlace:46984;1;gare ou arrêt non accessible;;Bonnières;49.03882194566387, 1.5820546885594051
stop_point:IDFM:monomodalStopPlace:47790;1;gare ou arrêt non accessible;;Bougival;48.85379323051655, 2.132028029856739
stop_point:IDFM:monomodalStopPlace:58757;1;gare ou arrêt non accessible;;Champ de Mars Tour Eiffel;48.8564765666592, 2.2896562493865478
stop_point:IDFM:monomodalStopPlace:58879;3;train accessible sur réservation préalable auprès du service AssistenGare;;Chelles - Gournay;48.87411948897062, 2.5833806594500697
stop_point:IDFM:monomodalStopPlace:46731;1;gare ou arrêt non accessible;;Compans;48.99132968756663, 2.6649599355374893
stop_point:IDFM:monomodalStopPlace:43116;1;gare ou arrêt non accessible;;Cormeilles-en-Parisis;48.9686435877584, 2.1930511780913897
stop_point:IDFM:monomodalStopPlace:47491;1;gare ou arrêt non accessible;;Crouy-sur-Ourcq;49.09189047640195, 3.062669111949777
stop_point:IDFM:monomodalStopPlace:43076;3;train accessible sur réservation préalable auprès du service AssistenGare;;Épinay-sur-Orge;48.6693475106473, 2.332043500451718
stop_point:IDFM:monomodalStopPlace:47920;1;gare ou arrêt non accessible;;Ermont Halte;48.990533377371726, 2.26320025038274
stop_point:IDFM:monomodalStopPlace:47322;3;train accessible sur réservation préalable auprès du service AssistenGare;;Esbly;48.902895083058525, 2.809640025507793
stop_point:IDFM:monomodalStopPlace:411488;1;gare ou arrêt non accessible;;Ferrières - Fontenay;48.09588996416835, 2.7720920761530037
stop_point:IDFM:monomodalStopPlace:47911;3;train accessible sur réservation préalable auprès du service AssistenGare;;Fontainebleau - Avon;48.416666098921, 2.7267714287220346
stop_point:IDFM:monomodalStopPlace:47580;1;gare ou arrêt non accessible;;Frépillon;49.045277206622124, 2.197098920791642
stop_point:IDFM:monomodalStopPlace:47927;1;gare ou arrêt non accessible;;Gare de Chamarande;48.51405318948937, 2.2151562718541644
stop_point:IDFM:monomodalStopPlace:46847;1;gare ou arrêt non accessible;;Gare de Villiers Neauphle Pontchartrain;48.81532337552301, 1.8775357849413559
stop_point:IDFM:monomodalStopPlace:47596;1;gare ou arrêt non accessible;;Gare Épluches;49.055049202893706, 2.1226568963520114
stop_point:IDFM:monomodalStopPlace:59301;1;gare ou arrêt non accessible;;Gisors;49.285504693998305, 1.7847679942171768
stop_point:IDFM:monomodalStopPlace:43133;6;véhicule accessible en toute autonomie;;Groslay;48.98436467954606, 2.3535217052321715
stop_point:IDFM:monomodalStopPlace:58718;3;train accessible sur réservation préalable auprès du service AssistenGare;;Haussmann Saint-Lazare;48.874998862001185, 2.328646179742093
stop_point:IDFM:monomodalStopPlace:45346;3;train accessible sur réservation préalable auprès du service AssistenGare;;Javel;48.84716158046345, 2.27803679359566
stop_point:IDFM:monomodalStopPlace:411467;1;gare ou arrêt non accessible;;Joigny;47.973655686300866, 3.393667054376571
stop_point:IDFM:monomodalStopPlace:43135;4;train accessible sur demande auprès d'un agent en station;;Joinville-le-Pont;48.82119737360793, 2.4638739495546496
stop_point:IDFM:monomodalStopPlace:470549;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne A accessible sur demande auprès d'un agent en station. Lignes L et U accessibles sur réservation préalable auprès du service Accès Plus Transilien.;La Défense;48.892229801568206, 2.238418596250407
stop_point:IDFM:monomodalStopPlace:43246;1;gare ou arrêt non accessible;;La Ferté-sous-Jouarre;48.95078183142266, 3.124704606439104
stop_point:IDFM:monomodalStopPlace:43145;3;train accessible sur réservation préalable auprès du service AssistenGare;;La Plaine Stade de France;48.918076675621, 2.362459916604931
stop_point:IDFM:monomodalStopPlace:43607;4;train accessible sur demande auprès d'un agent en station;;Laplace;48.808360137202826, 2.3343440158701894
stop_point:IDFM:monomodalStopPlace:43232;4;train accessible sur demande auprès d'un agent en station;;Le Guichet;48.705497380193584, 2.1929739951487424
stop_point:IDFM:monomodalStopPlace:411405;1;gare ou arrêt non accessible;;Le Plessis-Belleville;49.09632467804431, 2.745036686332378
stop_point:IDFM:monomodalStopPlace:43228;4;train accessible sur demande auprès d'un agent en station;;Les Baconnets;48.73984612871272, 2.288108127151424
stop_point:IDFM:monomodalStopPlace:58267;3;train accessible sur réservation préalable auprès du service AssistenGare;;Les Boullereaux Champigny;48.82486398816196, 2.511990843607618
stop_point:IDFM:monomodalStopPlace:54249;3;train accessible sur réservation préalable auprès du service AssistenGare;;Les Clairières de Verneuil;48.99266997269272, 1.9552440340828119
stop_point:IDFM:monomodalStopPlace:411342;1;gare ou arrêt non accessible;;Liancourt-Saint-Pierre;49.22054256178432, 1.9054790812050526
stop_point:IDFM:monomodalStopPlace:43151;1;gare ou arrêt non accessible;;Limay;48.98420212754175, 1.7474125098984148
stop_point:IDFM:monomodalStopPlace:43161;1;gare ou arrêt non accessible;;Meaux;48.9566203252873, 2.8733082321502925
stop_point:IDFM:monomodalStopPlace:46897;1;gare ou arrêt non accessible;;Meulan - Hardricourt;49.00581615609435, 1.9021289902435004
stop_point:IDFM:monomodalStopPlace:47130;3;train accessible sur réservation préalable auprès du service AssistenGare;;Moret - Veneux-les-Sablons;48.37789836789835, 2.800462899908886
stop_point:IDFM:monomodalStopPlace:45761;1;gare ou arrêt non accessible;;Moulin Galant;48.58688228073328, 2.473444919964576
stop_point:IDFM:monomodalStopPlace:45705;1;gare ou arrêt non accessible;;Musée d'Orsay;48.860365575927474, 2.326623034830927
stop_point:IDFM:monomodalStopPlace:43170;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne A accessible sur demande auprès d'un agent en station. Lignes L accessible sur réservation préalable auprès du service Accès Plus Transilien.;Nanterre Université;48.90112974604822, 2.213536495127317
stop_point:IDFM:monomodalStopPlace:473875;4;train accessible sur demande auprès d'un agent en station;;Nation;48.84823319072756, 2.3959444654495297
stop_point:IDFM:monomodalStopPlace:47879;3;train accessible sur réservation préalable auprès du service AssistenGare;;Neuville Université;49.01374275942672, 2.078348820578231
stop_point:IDFM:monomodalStopPlace:51494;1;gare ou arrêt non accessible;;Osny;49.06281914403825, 2.0581556508746317
stop_point:IDFM:monomodalStopPlace:47009;4;train accessible sur demande auprès d'un agent en station;;Palaiseau;48.71686524330362, 2.24558429554376
stop_point:IDFM:monomodalStopPlace:43176;3;train accessible sur réservation préalable auprès du service AssistenGare;;Pantin;48.897987452300434, 2.4010414542870944
stop_point:IDFM:monomodalStopPlace:47878;3;train accessible sur réservation préalable auprès du service AssistenGare;;Parc des Expositions;48.97356812654279, 2.5145512908225953
stop_point:IDFM:monomodalStopPlace:44411;3;train accessible sur réservation préalable auprès du service AssistenGare;Ligne H accessible en toute autonomie. Lignes C et J accessibles sur réservation préalable auprès du service Accès Plus Transilien.;Pontoise;49.04673337596684, 2.0957859968423524
stop_point:IDFM:monomodalStopPlace:47877;3;train accessible sur réservation préalable auprès du service AssistenGare;;Rosny-sous-Bois;48.87007067367753, 2.4857557993217947
stop_point:IDFM:monomodalStopPlace:58875;4;train accessible sur demande auprès d'un agent en station;;Rueil-Malmaison;48.88767250064626, 2.172366417897185
stop_point:IDFM:monomodalStopPlace:47952;1;gare ou arrêt non accessible;;Saint-Chéron;48.550937745357075, 2.1249767315730463
stop_point:IDFM:monomodalStopPlace:43196;3;train accessible sur réservation préalable auprès du service AssistenGare;;Saint-Cloud;48.846058536430505, 2.2176312182469986
stop_point:IDFM:monomodalStopPlace:412743;1;gare ou arrêt non accessible;;Saint-Denis;48.93482889939617, 2.345479004987329
stop_point:IDFM:monomodalStopPlace:43198;4;train accessible sur demande auprès d'un agent en station;;Saint-Germain-en-Laye;48.898745300550765, 2.095041912326374
stop_point:IDFM:monomodalStopPlace:411473;1;gare ou arrêt non accessible;;Saint-Julien du Sault;48.02662402302481, 3.302762450780337
stop_point:IDFM:monomodalStopPlace:43202;3;train accessible sur réservation préalable auprès du service AssistenGare;;Saint-Michel-sur-Orge;48.635615525211605, 2.3068029676156123
stop_point:IDFM:monomodalStopPlace:43190;6;véhicule accessible en toute autonomie;;Sarcelles - Saint-Brice;48.99620491669132, 2.3686856352535353
stop_point:IDFM:monomodalStopPlace:43204;3;train accessible sur réservation préalable auprès du service AssistenGare;;Stade de France Saint-Denis;48.91769737260247, 2.3504430479100207
stop_point:IDFM:monomodalStopPlace:58792;4;train accessible sur demande auprès d'un agent en station;;Sucy - Bonneuil;48.77206393780998, 2.5074994611650823
stop_point:IDFM:monomodalStopPlace:47959;1;gare ou arrêt non accessible;;Tacoignières - Richebourg;48.829319654250604, 1.6686619019959739
stop_point:IDFM:monomodalStopPlace:43209;3;train accessible sur réservation préalable auprès du service AssistenGare;;Trappes;48.7747853970692, 2.0065902166898377
stop_point:IDFM:monomodalStopPlace:47962;1;gare ou arrêt non accessible;;Trilport;48.96016915361593, 2.949685912410061
stop_point:IDFM:monomodalStopPlace:47187;1;gare ou arrêt non accessible;;Verneuil-l'Étang;48.64438940351837, 2.825083962015835
stop_point:IDFM:monomodalStopPlace:45735;1;gare ou arrêt non accessible;;Vigneux-sur-Seine;48.70808932141768, 2.413499342148242
stop_point:IDFM:monomodalStopPlace:47904;1;gare ou arrêt non accessible;;Villabé;48.592814943454, 2.461533386360794
stop_point:IDFM:monomodalStopPlace:47522;1;gare ou arrêt non accessible;;Villaines;49.079264370566555, 2.3505357370070645
stop_point:IDFM:monomodalStopPlace:411476;1;gare ou arrêt non accessible;;Villeneuve-sur-Yonne;48.085206695756156, 3.2865046950805197
stop_point:IDFM:monomodalStopPlace:43222;1;gare ou arrêt non accessible;;Villiers-le-Bel - Gonesse - Arnouville;48.99377204005172, 2.4162467958973055
stop_point:IDFM:monomodalStopPlace:43224;4;train accessible sur demande auprès d'un agent en station;;Vincennes;48.84734683460296, 2.4325836014183
stop_point:IDFM:monomodalStopPlace:43225;1;gare ou arrêt non accessible;;Viry-Châtillon;48.67590783936994, 2.387021960013403
stop_point:IDFM:monomodalStopPlace:47967;1;gare ou arrêt non accessible;;Vosves;48.51507609100275, 2.5994097381795305
stop_point:IDFM:monomodalStopPlace:47915;1;gare ou arrêt non accessible;;Achères Grand Cormier;48.95541092942684, 2.0936529195192275
stop_point:IDFM:monomodalStopPlace:473364;3;train accessible sur réservation préalable auprès du service AssistenGare;;Aéroport Charles de Gaulle 2 (Terminal 2);49.0041455478504, 2.5709800477570233
stop_point:IDFM:monomodalStopPlace:47917;1;gare ou arrêt non accessible;;Angerville;48.311605620382146, 2.0037505317720075
stop_point:IDFM:monomodalStopPlace:43067;4;train accessible sur demande auprès d'un agent en station;;Arcueil - Cachan;48.79869767228883, 2.328093276131277
stop_point:IDFM:monomodalStopPlace:43071;3;train accessible sur réservation préalable auprès du service AssistenGare;;Aulnay-sous-Bois;48.932150935734064, 2.495597257086315
